Rank,Song,Artist,Year,Lyrics
1,Bridge Over Troubled Water,Simon,1970,"b""When you're weary\nFeeling small\nWhen tears are in your eyes\nI will dry them all\nI'm on your side\nWhen times get rough\nAnd friends just can't be found\nLike a bridge over troubled water\nI will lay me down\nLike a bridge over troubled water\nI will lay me down\nWhen you're down and out\nWhen you're on the street\nWhen evening falls so hard\nI will comfort you\nI'll take your part\nWhen darkness comes\nAnd pain is all around\nLike a bridge over troubled water\nI will lay me down\nLike a bridge over troubled water\nI will lay me down\nSail on Silver Girl\nSail on by\nYour time has come to shine\nAll your dreams are on their way\nSee how they shine\nIf you need a friend\nI'm sailing right behind\nLike a bridge over troubled water\nI will ease your mind\nLike a bridge over troubled water\nI will ease your mind"""
2,(They Long to Be) Close to You,The Carpenters,1970,b'Why do birds suddenly appear Every time you are near Just like me they long to be Close to you Why do stars fall down from the sky Every time you walk by Just like me they long to be Close to you On the day that you were born the angels got together And decided to create a dream come true So they sprinkled moon dust in your hair of gold and starlight in your eyes of blue That is why all the girls in town Follow you all around Just like me they long to be Close to you On the day that you were born the angels got together And decided to create a dream come true So they sprinkled moon dust in your hair of gold and starlight in your eyes of blue That is why all the girls in town Follow you all around Just like me they long to be Close to you Just like me they long to be Close to you Wa close to you Wa close to you Ha close to you La close to you'
3,American Woman,The Guess Who,1970,"b""American woman gonna mess your mind\nAmerican woman she gonna mess your mind\nMm American woman gonna mess your mind\nMm American woman gonna mess your mind\nSay A\nSay M\nSay E\nSay R\nSay I\nC\nSay A\nN mm\nAmerican woman gonna mess your mind\nMm American woman gonna mess your mind\nUh American woman gonna mess your mind\nUh!\nAmerican woman stay away from me\nAmerican woman mama let me be\nDon't come a-hangin' around my door\nI don't wanna see your face no more\nI got more important things to do\nThan spend my time growin' old with you\nNow woman I said stay away\nAmerican woman listen what I say\nAmerican woman get away from me\nAmerican woman mama let me be\nDon't come a-knockin' around my door\nDon't wanna see your shadow no more\nColored lights can hypnotize\nSparkle someone else's eyes\nNow woman I said get away\nAmerican woman listen what I say hey\nAmerican woman said get away\nAmerican woman listen what I say\nDon't come a-hangin' around my door\nDon't wanna see your face no more\nI don't need your war machines\nI don't need your ghetto scenes\nColored lights can hypnotize\nSparkle someone else's eyes\nNow woman get away from me\nAmerican woman mama let me be\nGo gotta get away gotta get away\nNow go go go\nI'm gonna leave you woman\nGonna leave you woman\nBye-bye\nBye-bye\nBye-bye\nBye-bye\nYou're no good for me\nI'm no good for you\nGonna look you right in the eye\nTell you what I'm gonna do\nYou know I'm gonna leave\nYou know I'm gonna go\nYou know I'm gonna leave\nYou know I'm gonna go woman\nI'm gonna leave ya woman\nGoodbye American woman..."""
4,Raindrops Keep Fallin' on My Head,B.J. Thomas,1970,"b""Raindrops keep fallin' on my head\nAnd just like the guy whose feet are too big for his bed\nNothin' seems to fit\nThose raindrops are fallin' on my head they keep fallin'\nSo I just did me some talkin' to the sun\nAnd I said I didn't like the way he got things done\nHe's sleepin' on the job\nThose raindrops are fallin' on my head they keep fallin'\nBut there's one thing I know\nThe blues they send to greet me won't defeat me\nIt won't be long till happiness steps up to greet me\nRaindrops keep fallin' on my head\nBut that doesn't mean my eyes will soon be turnin' red\nCrying's not for me\nCause I'm never gonna stop the rain by complainin'\nBecause I'm free\nNothing's worryin' me\n*trumpet*\nIt won't be long till happiness steps up to greet me\nThe raindrops keep fallin' on my head\nBut that doesn't mean my eyes will soon be turnin' red\nCrying's not for me\nCause I'm never gonna stop the rain by complainin'\nBecause I'm free\nNothing's worryin' me"""
5,War,Edwin Starr,1970,"b"" Absolutely nothing\n Absolutely nothing\n Absolutely nothing\nWar is something that I despise\nBecause it means destruction of innocent lives\nWar means tears in thousands of mothers' eyes\nWhen their sons go out to fight and lose their lives\nI said\n good God y'all\n Absolutely nothing say it again\n Absolutely nothing\n It ain't nothing but a heartbreaker\n Friend only to the undertaker\nWar is the enemy of all mankind\nThe thought of war blows my mind\nWar has caused unrest within the younger generation\nInduction then destruction. Who wants to die?\n good God y'all\n Absolutely nothing say it say it say it\n Absolutely nothing\n It ain't nothing but a heartbreaker\n Its only friend is the undertaker\nWar has shattered many young men's dreams\nMade them disabled bitter and mean\nLife is much too short and precious to be fighting wars these days\nWar can't give life it can only take it away\n good God y'all\n Absolutely nothing say it\n Absolutely nothing\nListen to me\n It ain't nothing but a heartbreaker\n Friend only to the undertaker\nPeace love and understanding\nTell me is there no place for them today?\nThey say we must fight to keep our freedom\nBut Lord knows there's gotta be a better way\n good God y'all\n You tell me say it say it say it say it\n good God y'all\n Stand up and shout it """
6,Ain't No Mountain High Enough,Diana Ross,1970,"b""If you need me call me\nNo matter where you are\nNo matter how far\nJust call my name\nI'll be there in a hurry\nOn that you can depend and never worry\nYou see my love is alive\nIt's like a seed that only needs the thought of you to grow\nSo if you feel the need for company\nPlease my darling let it be me\nI may not be able to express\nThe depth of the love I feel for you\nBut a writer put it very nicely\nWhen he was away from the one he loved\nHe sat down and wrote these words\nNo wind  no rain \nNor winter's cold\nCan stop me babe  baby \nIf you're my goal\nNo wind no rain\nCan stop\nIf you want to go\nI know I know you must follow the sun\nWherever it leads\nBut remember\nIf you should fall short of your desires\nRemember life holds for you one guarantee\nYou'll always have me\nAnd if you should miss my love\nOne of these old days\nIf you should ever miss the arms\nThat used to hold you so close or the lips\nThat used to touch yours so tenderly\nJust remember what I told you\nThe day I set you free\nAin't no mountain high enough aah\nAin't no valley low enough\nAin't no river wide enough\nTo keep me from you\nAin't no mountain high enough\nAin't no valley low enough \nAin't no river wide enough\nTo keep me from you\nAin't no mountain high enough\nNothing can keep me\nTo keep me from you\nAin't no mountain high enough\nAin't no valley low enough \nAin't no river wide enough \nTo keep me from you\nAin't no mountain high enough\nNothing can keep me\nTo keep me from you\nNothing in this world"""
7,I'll Be There,The Jackson 5,1970,"b""You and I must make a pact we must bring salvation back\nWhere there is love I'll be there\nI'll reach out my hand to you I'll have faith in all you do\nJust call my name and I'll be there\nAnd oh - I'll be there to comfort you\nBuild my world of dreams around you I'm so glad that I found you\nI'll be there with a love that's strong\nI'll be your strength I'll keep holding on - yes I will yes I will\nLet me fill your heart with joy and laughter\nTogetherness well that's all I'm after\nWhenever you need me I'll be there\nI'll be there to protect you with an unselfish love I respect you\nJust call my name and I'll be there\nAnd oh - I'll be there to comfort you\nBuild my world of dreams around you I'm so glad that I found you\nI'll be there with a love that's strong\nI'll be your strength I'll keep holding on - yes I will yes I will\nIf you should ever find someone new I know he'd better be good to you\n'Cos if he doesn't I'll be there\nDon't you know baby yeah yeah\nI'll be there I'll be there just call my name I'll be there\nI'll be there I'll be there whenever you need me I'll be there\nDon't you know baby yeah yeah"""
8,Get Ready,Rare Earth,1970,"b""Never met a girl could make me feel the way that you do\nYou're alright\nWhenever I'm asked what makes my dreams real\nI tell 'em you do\nYou're outta' sight\nWell twiddley dee twiddley dum\nLook out baby cause here I come\nI'm bringing you a love that's true\nGet ready get ready\nStart makin' love to you\nGet ready get ready\nGet ready cause here I come\nGet ready cause here I come\nYou wanna' play hide and seek with love let me remind you\nYou're alright\nLovin' you're gonna' miss and the time it takes to find you\nYou're outta' sight\nWell fee fi fo fo fum\nLook out baby cause here I come\nI'm bringing you a love that's true\nGet ready get ready\nStart makin' love to you\nGet ready get ready\nGet ready cause here I come\nGet ready cause here I come\nBaby if all my friends should want you too I think i'll understand\nYou're alright\nHope I get to you before they do 'cause that's how I planned it\nYou're outta' sight\nWell twiddley dee twiddley dum\nLook out baby cause here I come\nI'm bringing you a love that's true\nGet ready get ready\nStart makin' love to you\nGet ready get ready\nGet ready cause here I come"""
9,Let It Be,The Beatles,1970,"b""When I find myself in times of trouble Mother Mary comes to me\nSpeaking words of wisdom \xe2\x80\x9clet it be\xe2\x80\x9d\nAnd in my hour of darkness she is standing right in front of me\nSpeaking words of wisdom \xe2\x80\x9clet it be\xe2\x80\x9d\nLet it be let it be\nLet it be let it be\nWhisper words of wisdom\nLet it be\nAnd when the brokenhearted people living in the world agree\nThere will be an answer let it be\nFor though they may be parted there is still a chance that they will see\nThere will be an answer let it be\nLet it be let it be\nLet it be let it be\nYeah there will be an answer\nLet it be\nLet it be let it be\nLet it be let it be\nWhisper words of wisdom\nLet it be\nLet it be let it be\nLet it be yeah let it be\nWhisper words of wisdom\nLet it be\nAnd when the night is cloudy there is still a light that shines on me\nShine on 'til tomorrow let it be\nI wake up to the sound of music Mother Mary comes to me\nSpeaking words of wisdom let it be\nLet it be let it be\nLet it be yeah let it be\nThere will be an answer\nLet it be\nLet it be let it be\nLet it be yeah let it be\nWhisper words of wisdom\nLet it be"""
10,Band of Gold,Freda Payne,1970,"b""Now that you're gone\nAll that's left is a band of gold\nAll that's left of the dreams I hold\nIs a band of gold\nAnd the memories of what love could be\nIf you were still here with me\nYou took me from the shelter of my Mother\nI had never known or love any other\nWe kissed after taking vows\nBut that night of the honeymoon\nWe stayed in separate rooms\nI'd wait in the darkness of my lonely room\nFilled with sadness filled with gloom\nHoping soon\nThat you'd walk back through that door\nAnd love me like you tried before\nSince you've been gone\nAll that's left is a band of gold\nAll that's left of the dreams I hold\nIs a band of gold\nAnd the dream of what love could be\nIf you were just here here with me\nOhhhhhhhhh...\nDoncha know that I wait in the darkness of my lonely room\nFilled with sadness filled with gloom\nHoping soon that you'd walk back through that door\nAnd love me like you tried before\nSince you've been gone\nAll that's left is a band of gold\nAll that's left of the dreams I hold\nIs a band of gold\nAnd the dream of what love could be\nIf you were still here with me\nSince you've been gone\nAll that's left is a band of gold"""
