Rank,Song,Artist,Year,Lyrics
1,Every Breath You Take,The Police,1983,"b""Every breath you take and every move you make\nEvery bond you break every step you take I'll be watching you\nEvery single day every word you say\nEvery game you play every night you stay I'll be watching you\nOh can't you see you belong to me\nHow my poor heart aches with every step you take\nEvery move you make and every vow you break\nEvery smile you fake every claim you stake I'll be watching you\nSince you've gone I've been lost without a trace\nI dream at night I can only see your face\nI look around but it's you I can't replace\nI feel so cold and I long for your embrace\nI keep crying baby baby please\nOoh...\nOh can't you see you belong to me\nHow my poor heart aches with every step you take\nEvery move you make and every vow you break\nEvery smile you fake every claim you stake I'll be watching you\nEvery move you make every step you take I'll be watching you\nI'll be watching you\nI'll be watching you\nI'll be watching you\nI'll be watching you\nI'll be watching you\nI'll be watching you\nI'll be watching you\nI'll be watching you\nI'll be watching you\nI'll be watching you"""
2,Billie Jean,Michael Jackson,1983,"b'She was more like a beauty queen from a movie scene\nI said ""Don\'t mind but what do you mean I am the one\nWho will dance on the floor in the round?""\nShe said I am the one who will dance on the floor in the round\nShe told me her name was Billie Jean\nAs she caused a scene\nThen every head turned with eyes that dreamed of being the one\nWho will dance on the floor in the round\nPeople always told me ""Be careful of what you do\nDon\'t go around breaking young girls\' hearts"" \nAnd mother always told me ""Be careful of who you love\nAnd be careful of what you do \n\'Cause the lie becomes the truth"" \nBillie Jean is not my lover\nShe\'s just a girl who claims that I am the one \nBut the kid is not my son hoo!\nShe says I am the one \nBut the kid is not my son \nHoo!\nFor forty days and for forty nights the law was on her side\nBut who can stand when she\'s in demand?\nHer schemes and plans\n\'Cause we danced on the floor in the round hee!\nSo take my strong advice just remember to always think twice\n Do think twice! \nShe told my baby we\'d danced till three then she looked at me\nThen showed a photo of a baby crying his eyes were like mine \n\'Cause we danced on the floor in the round baby\nPeople always told me ""Be careful of what you do\nAnd don\'t go around breaking young girls\' hearts""\nShe came and stood right by me\nThen the smell of sweet perfume \nThis happened much too soon \nShe called me to her room \nBillie Jean is not my lover \nShe\'s just a girl who claims that I am the one\nBut the kid is not my son\nNo-no-no no-no-no-no-no-no\nBillie Jean is not my lover\nShe\'s just a girl who claims that I am the one \nBut the kid is not my son \nShe says I am the one \nBut the kid is not my son \nAh hee-hee-hee\nHee! Hoo!\nShe says I am the one but the kid is not my son\nNo-no-no hoo! \nBillie Jean is not my lover\nShe\'s just a girl who claims that I am the one\nBut the kid is not my son\nNo-no-no no-no-no-no\nShe says I am the one but the kid is not my son \nShe says I am the one \nShe says he is my son \nShe says I am the one\nBillie Jean is not my lover\nBillie Jean is not my lover\nBillie Jean is not my lover\nBillie Jean is not my lover\nBillie Jean is not my lover\nBillie Jean is not my lover'"
3,Flashdance... What a Feeling,Irene Cara,1983,"b""First when there's nothing\nBut a slow glowing dream\nThat your fear seems to hide\nDeep inside your mind\nAll alone\nI have cried\nSilent tears full of pride\nIn a world made of steel\nMade of stone\nWell I hear the music\nClose my eyes\nFeel the rhythm\nWrap around\nTake a hold of my heart\nWhat a feeling\nBeing's believing\nI can have it all\nNow I'm dancing for my life\nTake your passion\nAnd make it happen\nPictures come alive\nYou can dance right through your life\nNow I hear the music\nClose my eyes\nI am rhythm\nIn a flash\nIt takes hold of my heart\nWhat a feeling\nBeing's believing\nI can have it all\nNow I'm dancing for my life\nTake your passion\nAnd make it happen\nPictures come alive\nYou can dance right through your life\nWhat a feeling\nWhat a feeling\nBeing's believing\nPictures come alive\nYou can dance right through your life\nWhat a feeling\nWhat a feeling\nI can have it all\nHave it all\nI can have it all\nBeing's believing\nAnd make it happen \nWhat a feeling\nBeing's believing \nTake a passion \nBeing's believing"""
4,Down Under,Men at Work,1983,"b'Traveling in a fried-out Kombi\nOn a hippie trail head full of zombie\nI met a strange lady she made me nervous\nShe took me in and gave me breakfast\nAnd she said\nDo you come from a land down under\nWhere women glow and men plunder\nCan\'t you hear can\'t you hear the thunder?\nYou better run you better take cover\nBuying bread from a man in Brussels\nHe was six-foot-four and full of muscles\nI said ""Do you speak-a my language?""\nHe just smiled and gave me a Vegemite sandwich\nAnd he said\nI come from a land down under\nWhere beer does flow and men chunder\nCan\'t you hear can\'t you hear the thunder?\nYou better run you better take cover yeah\nLyin\' in a den in Bombay\nWith a slack jaw and not much to say\nI said to the man ""Are you trying to tempt me\nBecause I come from the land of plenty?""\nAnd he said\nDo you come from a land down under \nWhere women glow and men plunder\nCan\'t you hear can\'t you hear the thunder?\nYou better run you better take cover\nLiving in a land down under\nWhere women glow and men plunder\nCan\'t you hear can\'t you hear the thunder?\nYou better run you better take cover\nLiving in a land down under\nWhere women glow and men plunder\nCan\'t you hear can\'t you hear the thunder?\nYou better run you better take cover\nLiving in a land down under\nWhere women glow and men plunder\nCan\'t you hear can\'t you hear the thunder?\nYou better run you better take cover'"
5,Beat It,Michael Jackson,1983,"b'They told him ""Don\'t you ever come around here\nDon\'t wanna see your face you better disappear""\nThe fire\'s in their eyes and their words are really clear\nSo beat it just beat it\nYou better run you better do what you can\nDon\'t wanna see no blood don\'t be a macho man \nYou wanna be tough better do what you can\nSo beat it but you wanna be bad\nJust beat it beat it beat it beat it\nNo one wants to be defeated\nShowin\' how funky and strong is your fight\nIt doesn\'t matter who\'s wrong or right\nJust beat it \nJust beat it \nJust beat it \nJust beat it \nThey\'re out to get you better leave while you can\nDon\'t wanna be a boy you wanna be a man\nYou wanna stay alive better do what you can\nSo beat it just beat it \nYou have to show them that you\'re really not scared \nYou\'re playin\' with your life this ain\'t no truth or dare\nThey\'ll kick you then they\'ll beat you then they\'ll tell you it\'s fair\nSo beat it but you wanna be bad\nJust beat it beat it beat it beat it\nNo one wants to be defeated\nShowin\' how funky and strong is your fight\nIt doesn\'t matter who\'s wrong or right\nJust beat it beat it beat it beat it\nNo one wants to be defeated\nShowin\' how funky and strong is your fight\nIt doesn\'t matter who\'s wrong or right\nJust beat it \nBeat it \nBeat it \nBeat it \nBeat it \nBeat it beat it beat it beat it\nNo one wants to be defeated\nShowin\' how funky and strong is your fight\nIt doesn\'t matter who\'s wrong or right \nJust beat it beat it beat it beat it \nNo one wants to be defeated \nShowin\' how funky  and strong is your fight \nIt doesn\'t matter who\'s wrong or right\nJust beat it beat it beat it beat it\nNo one wants to be defeated \nShowin\' how funky  and strong is your fight \nIt doesn\'t matter who\'s wrong or right\nJust beat it beat it beat it beat it\nNo one wants to be defeated\nShowin\' how funky and strong is your fight\nIt doesn\'t matter who\'s wrong or right \nJust beat it \nBeat it beat it\nNo one wants to be...'"
6,Total Eclipse of the Heart,Bonnie Tyler,1983,"b""Every now and then I get a little bit lonely\nAnd you're never coming 'round\nEvery now and then I get a little bit tired\nOf listening to the sound of my tears\nEvery now and then I get a little bit nervous\nThat the best of all the years have gone by\nEvery now and then I get a little bit terrified\nAnd then I see the look in your eyes\nEvery now and then I fall apart\nEvery now and then I fall apart\nEvery now and then I get a little bit restless\nAnd I dream of something wild\nEvery now and then I get a little bit helpless\nAnd I'm lying like a child in your arms\nEvery now and then I get a little bit angry\nAnd I know I've got to get out and cry\nEvery now and then I get a little bit terrified\nBut then I see the look in your eyes\nEvery now and then I fall apart\nEvery now and then I fall apart\nAnd I need you now tonight\nAnd I need you more than ever\nAnd if you only hold me tight\nWe'll be holding on forever\nAnd we'll only be making it right\n'Cause we'll never be wrong\nTogether we can take it to the end of the line\nYour love is like a shadow on me all of the time \nI don't know what to do and I'm always in the dark\nWe're living in a powder keg and giving off sparks\nI really need you tonight\nForever's gonna start tonight\nForever's gonna start tonight\nOnce upon a time I was falling in love\nNow I'm only falling apart\nThere's nothing I can do\nA total eclipse of the heart\nOnce upon a time there was light in my life\nBut now there's only love in the dark\nNothing I can say\nA total eclipse of the heart\nEvery now and then\nI know you'll never be the boy\nYou always wanted to be\nBut every now and then\nI know you'll always be the only boy\nWho wanted me the way that I am\nEvery now and then\nI know there's no one in the universe\nAs magical and wondrous as you\nEvery now and then\nI know there's nothing any better\nThere's nothing that I just wouldn't do\nEvery now and then I fall apart\nEvery now and then I fall apart\nAnd I need you now tonight\nAnd I need you more than ever\nAnd if you only hold me tight\nWe'll be holding on forever\nAnd we'll only be making it right\n'Cause we'll never be wrong\nTogether we can take it to the end of the line\nYour love is like a shadow on me all of the time \nI don't know what to do\nI'm always in the dark\nLiving in a powder keg and giving off sparks\nI really need you tonight\nForever's gonna start tonight\nOnce upon a time I was falling in love\nNow I'm only falling apart\nThere's nothing I can do\nA total eclipse of the heart\nOnce upon a time there was light in my life\nBut now there's only love in the dark\nNothing I can say\nA total eclipse of the heart\nA total eclipse of the heart\nA total eclipse of the heart"""
7,Maneater,Hall,1983,"b""She'll only come out at night the lean and hungry type\nNothing is new I've seen her here before\nWatching and waiting\nOoh she's sitting with you but her eyes are on the door\nSo many have paid to see what you think you're getting for free\nThe woman is wild a she-cat tamed by the purr of a Jaguar\nMoney's the matter\nIf you're in it for love you ain't gonna get too far\n Watch out boy she'll chew you up\n She's a maneater\n Watch out boy she'll chew you up\n She's a maneater\nI wouldn't if I were you I know what she can do\nShe's deadly man she could really rip your world apart\nMind over matter\nOoh the beauty is there but a beast is in the heart\n Watch out boy she'll chew you up\n She's a maneater\n Watch out boy she'll chew you up\n She's a maneater\nOoh\n Here she comes watch out boy she'll chew you up\n She's a maneater\n Ooh she'll chew you up\n Here she comes she's a maneater\n She'll only come out at night ooh\n Here she comes she's a maneater\n The woman is wild woo\n Here she comes watch out boy watch out boy\n Oh watch out watch out watch out watch out\n Yeah yeah she's a maneater\n She's watching and waiting ooh\n Oh she's a maneater"""
8,Baby Come to Me,Patti Austin,1983,"b""Thinkin' back in time\nWhen love was only in my mind I realize\nAin't no second chance\nYou've got to hold on to romance\nDon't let it slide\nThere's a special kind of magic in the air\nWhen you find another heart that needs to share\nBaby come to me\nLet me put my arms around you\nThis was meant to be\nAnd I'm oh so glad I found you\nNeed you every day\nGotta have your love around me\nBaby always stay\n'Cause I can't go back to livin' without you\nSpendin' every dime to keep you talkin' on the line\nThat's how it was\nAnd all those walks together out in any kind of weather\nJust because\nThere's a brand new way of looking at your life\nWhen you know that love is standing by your side\nBaby come to me\nLet me put my arms around you\nThis was meant to be\nAnd I'm oh so glad I found you\nNeed you every day\nGotta have your love around me\nBaby always stay\nCause I can't go back to livin' without you\nThe nights can be cold\nThere's a chill to every evening when you're all alone\nDon't talk anymore\n'Cause you know that I'll be here to keep you warm\nOh darling keep me warm\nBaby come to me \nLet me put my arms around you\nThis was meant to be\nAnd I'm oh so glad I found you\nNeed you every day \nGotta have your love around me \nBaby always stay\n'Cause I can't go back to livin' without you\nCome to me \nLet me put my arms around you \nThis was meant to be\nAnd I'm oh so glad I found you \nNeed you every day \nGotta have your love around me\nBaby always stay \n'Cause I can't go back to livin' without you\nCome to me \nLet me put my arms around you\nThis was meant to be \nAnd I'm oh so glad I found you \nNeed you every day \nGotta have your love around me\nBaby always stay \n'Cause I can't go back to livin' without you"""
9,Maniac,Michael Sembello,1983,"b""Just a steel town girl on a Saturday night\nLookin' for the fight of her life\nIn the real-time world no one sees her at all\nThey all say she's crazy\nLocking rhythms to the beat of her heart\nChanging woman into life\nShe has danced into the danger zone\nWhen a dancer becomes a dance\nIt can cut you like a knife if the gift becomes the fire\nOn a wire between will and what will be\nShe's a maniac maniac on the floor\nAnd she's dancing like she's never danced before\nShe's a maniac maniac on the floor\nAnd she's dancing like she's never danced before\nOn the ice-thin little line of insanity\nIs a place most never see\nIt's a hard-won place of mystery\nTouch it but can't hold it\nYou work all your life for that moment in time\nIt could come or pass you by\nIt's a push of the world but there's always a chance\nIf the hunger stays the night\nThere's a cold connective heat\nStruggling stretching for defeat\nNever stopping with her head against the wind\nShe's a maniac maniac I sure know\nAnd she's dancing like she's never danced before\nShe's a maniac maniac I sure know\nAnd she's dancing like she's never danced before\nIt can cut you like a knife if the gift becomes the fire\nOn a wire between will and what will be\nShe's a maniac maniac I sure know\nAnd she's dancing like she's never danced before"""
10,Sweet Dreams (Are Made of This),Eurythmics,1983,"b""Sweet dreams are made of this\nWho am I to disagree?\nI've traveled the world and the seven seas\nEverybody's lookin' for something\nSome of them want to use you\nSome of them want to get used by you\nSome of them want to abuse you\nSome of them want to be abused\nSweet dreams are made of this\nWho am I to disagree?\nI've traveled the world and the seven seas\nEverybody's lookin' for something\nHold your head up\nKeep your head up movin' on\nHold your head up movin' on\nKeep your head up movin' on\nHold your head up movin' on\nKeep your head up movin' on\nHold your head up movin' on\nKeep your head up\nSome of them want to use you\nSome of them want to get used by you\nSome of them want to abuse you\nSome of them want to be abused\nSweet dreams are made of this\nWho am I to disagree?\nI've traveled the world and the seven seas\nEverybody's lookin' for something\nSweet dreams are made of this\nWho am I to disagree?\nI've traveled the world and the seven seas\nEverybody's lookin' for something\nSweet dreams are made of this\nWho am I to disagree?\nI've traveled the world and the seven seas\nEverybody's lookin' for something\nSweet dreams are made of this\nWho am I to disagree?\nI've traveled the world and the seven seas\nEverybody's lookin' for something\nSweet dreams are made of this\nWho am I to disagree?\nI've traveled the world and the seven seas\nEverybody's lookin' for something\nSweet dreams are made of this\nWho am I to disagree?\nI've traveled the world and the seven seas\nEverybody's lookin' for something"""
