Rank,Song,Artist,Year,Lyrics
1,Wooly Bully,Sam the Sham,1965,"b'Uno dos\nOne two tres quatro\nMatty told Hatty about a thing she saw\nHad two big horns and a wooly jaw\nWooly bully wooly bully\nWooly bully wooly bully wooly bully\nHatty told Matty: ""Let\'s don\'t take no chance\nLet\'s not be *L-seven* come and learn to dance.""\nWooly bully wooly bully\nWooly bully wooly bully wooly bully\nMatty told Hatty: ""That\'s the thing to do\nGet you someone really to pull the wool with you.""\nWooly bully wooly bully\nWooly bully wooly bully wooly bully'"
2,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,1965,"b""Uuh\nSugar pie honey bunch\nYou know that I love you\nI can't help myself\nI love you and nobody else\nIn and out my life \nYou come and you go \nLeaving just your picture behind\nAnd I kissed it a thousand times\nWhen you snap your finger or wink your eye\nI come a-running to you\nI'm tied to your apron strings\nAnd there's nothing that I can do \nCan't help myself \nNo I can't help myself \nCan't\nSugar pie honey bunch \nI'm weaker than a man should be\nI can't help myself\nI'm a fool in love you see\nWanna tell you I don't love you\nTell you that we're through\nAnd I've tried but every time I see your face\nI get all choked up inside\nWhen I call your name\nGirl it starts the flame\nBurning in my heart tearing it all apart\nNo matter how I try my love I cannot hide\n'Cause sugar pie honey bunch \nYou know that I'm weak for you \nCan't help myself\nI love you and nobody else \nSugar pie honey bunch \nDo anything you ask me to \nCan't help myself\nI want you and nobody else \nSugar pie honey bunch \nYou know that I love you \nI can't help myself\nNo I can't help myself \nSugar pie honey bunch \nYou know that I'm weak for you"""
3,(I Can't Get No) Satisfaction,The Rolling Stones,1965,"b""I can't get no satisfaction\nI can't get no satisfaction\nCause I try and I try and I try and I try\nI can't get no I can't get no\nWhen I'm driving in my car\nAnd that man comes on the radio\nAnd he's telling me more and more\nAbout some useless information\nSupposed to fire my imagination\nI can't get no oh no no no!\nHey hey hey! That's what I'll say!\nI can't get no satisfaction\nI can't get no satisfaction\n'Cause I try and I try and I try and I try\nI can't get no I can't get no\nWhen I'm watching my TV\nAnd a man comes on and tells me\nHow white my shirts can be\nWell he can't be a man cause he doesn't smoke\nThe same cigarettes as me\nI can't get no oh no no no\nHey hey hey that's what I say\nI can't get no satisfaction\nI can't get no girl reaction\n'Cause I try and I try and I try and I try\nI can't get no I can't get no\nWhen I'm riding round the world\nAnd I'm doing this and I'm signing that\nAnd I'm trying to make some girl\nWho tells me baby better come back maybe next week\n'Cause you see I'm on a losing streak\nI can't get no oh no no no\nHey hey hey! That's what I'll say!\nI can't get no \nI can't get no satisfaction\nNo satisfaction \nI can't get no"""
4,You Were on My Mind,We Five,1965,b'When I woke up this morning\nYou were on my mind\nAnd you were on my mind\nI got troubles whoa oh\nI got worries whoa oh\nI got wounds to bind\nSo I went to the corner\nJust to ease my pain\nSaid to just to ease my pain\nI got troubles whoa oh\nI got worries whoa oh\nI came home again\nBut I woke up this morning\nYou were on my mind\nAnd you were on my mind\nYeah I got troubles whoa oh\nI got worries whoa oh\nI got wounds to bind\nHey I got a feeling\nDown in my shoes\nSaid a-way down in my shoes\nHey I got to ramble whoa oh\nI got to move on whoa oh\nI got to walk away my blues\nBut I woke up this morning\nYou were on my mind\nAnd you were on my mind\nHey I got troubles whoa oh\nI got worries whoa oh\nI got wounds to bind'
5,You've Lost That Lovin' Feelin',The Righteous Brothers,1965,"b""You never close your eyes anymore when I kiss your lips\nAnd there's no tenderness like before in your fingertips\nYou're trying hard not to show it \nBut baby baby I know it...\nYou've lost that lovin' feeling\nWhoa that lovin' feeling\nYou've lost that lovin' feeling\nNow it's gone...gone...gone...wooooooh\nNow there's no welcome look in your eyes\nWhen I reach for you\nAnd now you're starting to critisize little things I do\nIt makes me just feel like crying \nCause baby something beautiful's dying\nYou lost that lovin' feeling\nWhoa that lovin' feeling\nYou've lost that lovin' feeling\nNow it's gone...gone...gone...woooooah\nBaby baby I get down on my knees for you\nIf you would only love me like you used to do yeah\nWe had a love...a love...a love you don't find everyday\nSo don't...don't...don't...don't let it slip away\nBaby  baby \nI beg of you please...please\nI need your love \nI need your love \nSo bring it on back \nBring it on back \nBring back that lovin' feeling\nWhoa that lovin' feeling\nBring back that lovin' feeling\nCause it's gone...gone...gone\nAnd I can't go on\nNoooo...\nBring back that lovin' feeling\nWhoa that lovin' feeling\nBring back that lovin' feeling\nCause it's gone...gone..."""
6,Downtown,Petula Clark,1965,"b""When you're alone and life is making you lonely\nYou can always go downtown\nWhen you've got worries all the noise and the hurry\nSeems to help I know downtown\nJust listen to the music of the traffic in the city\nLinger on the sidewalk where the neon signs are pretty\nHow can you lose?\nThe lights are much brighter there\nYou can forget all your troubles forget all your cares\nSo go downtown\nThings will be great when you're downtown\nNo finer place for sure downtown\nEverything's waiting for you\nDon't hang around and let your problems surround you\nThere are movie shows downtown\nMaybe you know some little places to go to\nWhere they never close downtown\nJust listen to the rhythm of a gentle bossa nova\nYou'll be dancing with 'em too before the night is over\nHappy again\nThe lights are much brighter there\nYou can forget all your troubles forget all your cares\nSo go downtown\nWhere all the lights are bright downtown\nWaiting for you tonight downtown\nYou're gonna be alright now downtown\nDowntown\nDowntown\nAnd you may find somebody kind to help and understand you\nSomeone who is just like you and needs a gentle hand to\nGuide them along\nSo maybe I'll see you there\nWe can forget all our troubles forget all our cares\nSo go downtown\nThings will be great when you're downtown\nDon't wait a minute more downtown\nEverything is waiting for you downtown\nDowntown \nDowntown \nDowntown \nDowntown """
7,Help!,The Beatles,1965,"b"" I need somebody\n Not just anybody\n You know I need someone\nWhen I was younger so much younger than today\nI never needed anybody's help in any way\nBut now these days are gone I'm not so self assured\nNow I find I've changed my mind and opened up the doors\nHelp me if you can I'm feeling down\nAnd I do appreciate you being 'round\nHelp me get my feet back on the ground\nWon't you please please help me?\nAnd now my life has changed in oh so many ways\nMy independence seems to vanish in the haze\nBut every now and then I feel so insecure\nI know that I just need you like I've never done before\nHelp me if you can I'm feeling down\nAnd I do appreciate you being 'round\nHelp me get my feet back on the ground\nWon't you please please help me?\nWhen I was younger so much younger than today\nI never needed anybody's help in any way\nBut now these days are gone I'm not so self assured\nNow I find I've changed my mind and opened up the doors\nHelp me if you can I'm feeling down\nAnd I do appreciate you being 'round\nHelp me get my feet back on the ground\nWon't you please please help me?\nHelp me? Help me? Ooh"""
8,Can't You Hear My Heartbeat,Herman's Hermits,1965,"b""Every time I see you lookin' my way\nBaby baby can't you hear my heartbeat?\nIn the car or walking down the highway\nBaby baby can't you hear my heartbeat?\nWhen you move up closer to me\nI get a feelin' that's ooo-wee\nCan't you hear the poundin' of my heartbeat\n'cause you're the one I love you're the one I love\nWhen I feel you put your arms around me\nBaby baby can't you hear my heartbeat?\nThen I'm glad I'm mighty glad I found you\nBaby baby can't you hear my heartbeat?\nWhen you asked me to meet your Ma\nI knew that baby we'd be going far\nCan't you hear the poundin' of my heartbeat?\n'cause you're the one I love you're the one I love\n------ rhythm guitar ------\nAll my friends are cryin' out to meet you\nBaby baby can't you hear my heartbeat?\nNow's the time to go and see the preacher\nBaby baby can't you hear my heartbeat?\nWedding bells are gonna chime\nBaby baby you're gonna be mine\nCan't you hear the poundin' of my heartbeat\n'cause you're the one I love you're the one I love\nBaby baby can't you hear my heartbeat?\nBaby baby can't you hear my heartbeat?\nBaby baby can't you hear my heartbeat?"""
9,Crying in the Chapel,Elvis Presley,1965,"b""You saw me crying in the chapel\nThe tears I shed were tears of joy\nI know the meaning of contentment\nNow I am happy with the Lord\nJust a plain and simple chapel\nWhere humble people go to pray\nI pray the Lord that I'll grow stronger\nAs I live from day to day\nI've searched and I've searched\nBut I couldn't find\nNo way on earth\nTo gain peace of mind\nNow I'm happy in the chapel\nWhere people are of one accord\nWe gather in the chapel\nJust to sing and praise the Lord\nYou'll searched and you'll searched\nBut you couldn't find\nNo way on earth\nTo gain peace of mind\nTake your troubles to the chapel\nGet down on your knees and pray\nYour burdens will be lighter\nAnd you'll surely find the way"""
10,My Girl,The Temptations,1965,"b""I've got sunshine on a cloudy day\nWhen it's cold outside I've got the month of May\nI guess you'd say\nWhat can make me feel this way?\nMy girl my girl my girl\nTalkin' 'bout my girl my girl\nI've got so much honey the bees envy me\nI've got a sweeter song than the birds in the trees\nWell I guess you'd say\nWhat can make me feel this way?\nMy girl my girl my girl\nTalkin' 'bout my girl my girl\nOoh ooh\nHey hey hey\nOoh ooh\nHey hey hey\nOoh ooh yeah\nI don't need no money fortune or fame\nI've got all the riches baby one man can claim\nWell I guess you'd say\nWhat can make me feel this way?\nMy girl my girl my girl\nTalkin' 'bout my girl my girl\nI've got sunshine on a cloudy day \nWith my girl\nI've even got the month of May\nWith my girl\nTalkin' 'bout my girl"""
