Rank,Song,Artist,Year,Lyrics
1,The First Time Ever I Saw Your Face,Roberta Flack,1972,"b""The first time ever I saw your face\nI thought the sun rose in your eyes\nAnd the moon and the stars\nWere the gifts you gave\nTo the dark and the endless skies\nMy Love\nAnd the first time ever I kissed your mouth\nI felt the earth move in my hands\nLike the trembling heart\nOf a captive bird\nThat was there at my command\nMy Love\nAnd the first time ever I lay with you\nI felt your heart so close to mine\nAnd I knew our joy\nWould fill the earth\nAnd last til the end of time\nMy Love\nAnd last 'til the end of time\nMy love\nThe first time ever I saw\nYour face\nYour face\nYour fa-ace\nYour face"""
2,Alone Again (Naturally),Gilbert O'Sullivan,1972,"b""In a little while from now\nIf I'm not feeling any less sour\nI promised myself to treat myself\nAnd visit a nearby tower\nAnd climbing to the top\nWill throw myself off\nIn an effort to make it clear to whoever\nWhat it's like when you're shattered\nLeft standing in the lurch at a church\nWere people are saying\nMy God that's tough she stood him up\nNo point in us remaining\nWe may as well go home\nAs I did on my own\nAlone again naturally\nTo think that only yesterday\nI was cheerful bright and gay\nLooking forward to but who wouldn't do\nThe role I was about to play\nBut as if to knock me down\nReality came around\nAnd without so much as a mere touch\nCut me into little pieces\nLeaving me to doubt\nAll about God and His mercy\nFor if He really does exist\nWhy did He desert me\nIn my hour of need?\nI truly am indeed\nAlone again naturally\nIt seems to me that\nThere are more hearts\nBroken in the world\nThat can't be mended\nLeft unattended\nWhat do we do?\nWhat do we do?\nAlone again naturally\nNow looking back over the years\nAnd what ever else that appears\nI remember I cried when my father died\nNever wishing to hide the tears\nAnd at sixty-five years old\nMy mother God rest her soul\nCouldn't understand why the only man\nShe had ever loved had been taken\nLeaving her to start with a heart\nSo badly broken\nDespite encouragement from me\nNo words were ever spoken\nAnd when she passed away\nI cried and cried all day\nAlone again naturally\nAlone again naturally"""
3,American Pie,Don McLean,1972,"b'A long long time ago...\nI can still remember\nHow that music used to make me smile\nAnd I knew if I had my chance\nThat I could make those people dance\nAnd maybe they\xe2\x80\x99d be happy for a while\nBut February made me shiver\nWith every paper I\xe2\x80\x99d deliver\nBad news on the doorstep;\nI couldn\xe2\x80\x99t take one more step\nI can\xe2\x80\x99t remember if I cried\nWhen I read about his widowed bride\nBut something touched me deep inside\nThe day the music died\nSo bye-bye Miss American Pie\nDrove my Chevy to the levee but the levee was dry\nAnd them good old boys were drinking whiskey \'n rye\nSinging ""This\xe2\x80\x99ll be the day that I die\n""This\xe2\x80\x99ll be the day that I die.""\nDid you write the book of love\nAnd do you have faith in God above\nIf the Bible tells you so?\nDo you believe in rock \xe2\x80\x99n\' roll\nCan music save your mortal soul\nAnd can you teach me how to dance real slow?\nWell I know that you\xe2\x80\x99re in love with him\n`Cause I saw you dancin\xe2\x80\x99 in the gym\nYou both kicked off your shoes\nMan I dig those rhythm and blues\nI was a lonely teenage broncin\xe2\x80\x99 buck\nWith a pink carnation and a pickup truck\nBut I knew I was out of luck\nThe day the music died\nI started singing\nBye bye Miss American Pie\nDrove my Chevy to the levee but the levee was dry\nAnd them good old boys were drinking whiskey \'n rye\nSinging ""This\xe2\x80\x99ll be the day that I die\n""This\xe2\x80\x99ll be the day that I die.""\nNow for ten years we\xe2\x80\x99ve been on our own\nAnd moss grows fat on a rollin\xe2\x80\x99 stone\nBut that\xe2\x80\x99s not how it used to be\nWhen the jester sang for the king and queen\nIn a coat he borrowed from James Dean\nAnd a voice that came from you and me\nOh and while the king was looking down\nThe jester stole his thorny crown\nThe courtroom was adjourned;\nNo verdict was returned\nAnd while Lennon read a book on Marx\nThe quartet practiced in the park\nAnd we sang dirges in the dark\nThe day the music died\nWe were singing\nBye bye Miss American Pie\nDrove my Chevy to the levee but the levee was dry\nAnd them good old boys were drinking whiskey \'n rye\nSinging ""This\xe2\x80\x99ll be the day that I die\n""This\xe2\x80\x99ll be the day that I die.""\nHelter skelter in a summer swelter\nThe birds flew off with a fallout shelter\nEight miles high and falling fast\nIt landed foul on the grass\nThe players tried for a forward pass\nWith the jester on the sidelines in a cast\nNow the half-time air was sweet perfume\nWhile the sergeants played a marching tune\nWe all got up to dance\nOh but we never got the chance!\n`Cause the players tried to take the field;\nThe marching band refused to yield\nDo you recall what was revealed\nThe day the music died?\nWe started singing\nBye bye Miss American Pie\nDrove my Chevy to the levee but the levee was dry\nAnd them good old boys were drinking whiskey \'n rye\nSinging ""This\xe2\x80\x99ll be the day that I die\n""This\xe2\x80\x99ll be the day that I die.""\nOh and there we were all in one place\nA generation lost in space\nWith no time left to start again\nSo come on: Jack be nimble Jack be quick!\nJack Flash sat on a candlestick\nCause fire is the devil\xe2\x80\x99s only friend\nOh and as I watched him on the stage\nMy hands were clenched in fists of rage\nNo angel born in hell\nCould break that Satan\xe2\x80\x99s spell\nAnd as the flames climbed high into the night\nTo light the sacrificial rite\nI saw Satan laughing with delight\nThe day the music died\nWe were singing\nBye-bye Miss American Pie\nDrove my Chevy to the levee but the levee was dry\nAnd them good old boys were drinking whiskey \'n rye\nSinging ""This\xe2\x80\x99ll be the day that I die\n""This\xe2\x80\x99ll be the day that I die.""\nI met a girl who sang the blues\nAnd I asked her for some happy news\nBut she just smiled and turned away\nI went down to the sacred store\nWhere I\xe2\x80\x99d heard the music years before\nBut the man there said the music wouldn\xe2\x80\x99t play\nAnd in the streets: the children screamed\nThe lovers cried and the poets dreamed\nBut not a word was spoken;\nThe church bells all were broken\nAnd the three men I admire most:\nThe father son and the holy ghost\nThey caught the last train for the coast\nThe day the music died\nAnd they were singing\nAnd there I stood alone and afraid\nI dropped to my knees and there I prayed\nAnd I promised him everything I could give\nIf only he would make the music live\nAnd he promised it would live once more\nBut this time one would equal four\nAnd in five years four had come to mourn\nAnd the music was reborn\nBye-bye Miss American Pie\nDrove my Chevy to the levee but the levee was dry\nAnd them good old boys were drinking whiskey \'n rye\nSinging ""This\xe2\x80\x99ll be the day that I die\n""This\xe2\x80\x99ll be the day that I die.""\nThey were singing\nBye-bye Miss American Pie\nDrove my Chevy to the levee but the levee was dry\nAnd them good old boys were drinking whiskey \'n rye\nSinging ""This\xe2\x80\x99ll be the day that I die""'"
4,Without You,Harry Nilsson,1972,"b""No I can't forget this evening\nOr your face as you were leaving\nBut I guess that's just the way the story goes\nYou always smile but in your eyes your sorrow shows\nYes it shows\nNo I can't forget tomorrow\nWhen I think of all my sorrow\nWhen I had you there but then I let you go\nAnd now it's only fair that I should let you know\nWhat you should know\nI can't live if living is without you\nI can't live I can't give anymore\nI can't live if living is without you\nI can't give I can't give anymore\nWell I can't forget this evening\nOr your face as you were leaving\nBut I guess that's just the way the story goes\nYou always smile but in your eyes your sorrow shows\nYes it shows\nCan't live if living is without you\nI can't live I can't give anymore\nI can't live if living is without you\nCan't live I can't give anymore"""
5,The Candy Man,Sammy Davis Jr.,1972,"b""Candy Man hey Candy Man\nAlright everybody gather around\nThe Candy Man is here\nWhat kind of candy do you want?\nSweet chocolate? Chocolate walnut candy?\nGum drops? Anything you want\nYou've come to the right man because\nI'm the Candy Man\nWho can take a sunrise?\nSprinkle it with dew\nCover it with chocolate and a miracle or two\nThe Candy Man \nThe Candy Man can \nThe Candy Man can 'cause he mixes it with love\nAnd makes the world taste good\nWho can take the rainbow?\nWrap it in a sigh\nSoak it in the sun and make a groovy lemon pie\nThe Candy Man \nThe Candy Man can \nThe Candy Man can 'cause he mixes it with love\nAnd makes the world taste good\nThe Candy Man makes everything he bakes\nSatisfying and delicious\nNow you talk about your childhood wishes\nYou can even eat the dishes\nOh who can take tomorrow?\nDip it in a dream\nSeparate the sorrow and collect up all the cream\nThe Candy Man \nThe Candy Man can \nThe Candy Man can 'cause he mixes it with love\nAnd makes the world taste good\nThe Candy Man makes everything he bakes\nSatisfying and delicious\nTalk about your childhood wishes\nYou can even eat the dishes\nYeah yeah yeah who can take tomorrow?\nDip it in a dream\nSeparate the sorrow and collect up all the cream\nThe Candy Man \nThe Candy Man can \nThe Candy Man can 'cause he mixes it with love\nAnd makes the world taste good\nYes the Candy Man can 'cause he mixes it with love\nAnd makes the world taste good\nA candy man a candy man a candy man\nMakes the world taste good\nA candy man a candy man a candy man\nMakes the world taste good\nA candy man a candy man"""
6,I Gotcha,Joe Tex,1972,"b""I Gotcha!\nUh-huh. Huh\nYou thought I didn't see you now didn't ya?\nUh-huh. Huh\nYou tried to sneak by me now didn't ya?\nUh-Huh. Huh\nNow gimme what you promised me. Give it here! Come on!\nHey\nGood God\nHey\nHey\nYou promised me the day that you quit your boyfriend\nI'd be the next one to ease on in\nYou promised me it would be just us two yeah\nAnd I'd be the only man kissin' on you\nNow kiss me!\nHold it a long time hold it!\nDon't turn it a-loose now hold it!\nA little bit longer now hold it - COME ON!\nHold it! Hold it! Hold it! HOLD IT!\nNow ease up on me now good god. HEY!\nGood God\nHey\nThe girls alright y'all\nGood God\nYou made me a promise and you're gonna stick to it\nYou shouldn't have promised if you weren't gonna do it\nYou saw me and ran in another direction\nI'll teach you to play with my affections\nNow give it here!\nYou never shoulda promise to me give it here!\nDon't hold back now give it here!\nDon't say nothin' just give it here COME ON!\nGive it here ! Give it here ! Give it here! Give it here!\nGive it to me NOW!\nGood God\nHey\nI Gotcha!\nShouldn't made a promise to me\nI Gotcha!\nYou never should've promised to me\nGotcha!\nGive it on here I gotcha!\nYou thought you got away from me didn't ya?\nI gotcha!\nOh I gotcha\nGive it on up I gotcha\nGive it on here I gotcha\nYou tried to sneak by me now didn't ya?\nI gotcha!\nOh I gotcha"""
7,Lean on Me,Bill Withers,1972,"b""Hmm\nHmm hmm hmm hmm\nHmm hmm hmm hmm\nHmm hmm hmm hmm hmm\nSometimes in our lives we all have pain\nWe all have sorrow\nBut if we are wise\nWe know that there's always tomorrow\nLean on me when you're not strong\nAnd I'll be your friend\nI'll help you carry on\nFor it won't be long\n'Til I'm gonna need\nSomebody to lean on\nPlease swallow your pride\nIf I have things you need to borrow\nFor no one can fill\nThose of your needs\nThat you won't let show\nYou just call on me brother when you need a hand\nWe all need somebody to lean on\nI just might have a problem that you'll understand\nWe all need somebody to lean on\nLean on me when you're not strong\nAnd I'll be your friend\nI'll help you carry on\nFor it won't be long\n'Til I'm gonna need\nSomebody to lean on\nYou just call on me brother when you need a hand\nWe all need somebody to lean on\nI just might have a problem that you'll understand\nWe all need somebody to lean on\nIf there is a load you have to bear\nThat you can't carry\nI'm right up the road\nI'll share your load\nIf you just call me\n If you need a friend\n Call me uhuh uhuh\n If you need a friend\n  If you ever need a friend\n Call me\n Call me\n Call me\n Call me\n If you need a friend\n Call me\n Call me\n Call me\n Call me"""
8,Baby Don't Get Hooked on Me,Mac Davis,1972,"b""Girl you're getting that look in your eyes\nAnd it's starting to worry me\nI ain't ready for no family ties\nNobody's gonna hurry me\nJust keep it friendly girl\nCause I don't wanna leave\nDon't start clinging to me girl\nCause I can't breathe\nBaby baby don't get hooked on me\nBaby baby don't get hooked on me oooh\nCause I'll just use you\nThen I'll set you free\nBaby baby don't get hooked on me\nGirl you're a hot-blooded woman-child\nAnd it's warm where you're touching me\nBut I can tell by your trembling smile\nYou're seein' way too much in me\nGirl don't let your life get tangled up with mine\nCause I'll just leave you\nI can't take no clinging vine\nBaby baby don't get hooked on me\nBaby baby don't get hooked on me\nCause I'll just use you\nThen I'll set you free\nBaby baby don't get hooked on me\nBaby baby don't get hooked on me\nBaby baby don't get hooked on me\nCause I'll just use you\nThen I'll set you free\nBaby baby don't get hooked on me. oh\nBaby baby"""
9,Brand New Key,Melanie,1972,"b""I rode my bicycle past your window last night\nI roller skated to your door at daylight\nIt almost seems like you're avoiding me\nI'm okay alone but you've got something I need\nWell I've got a brand new pair of roller skates\nYou've got a brand new key\nI think that we should get together\nAnd try them on to see\nI've been looking around awhile\nYou've got something for me\nOh I've got a brand new pair of roller skates\nYou've got a brand new key\nI ride my bike I rollerskate don't drive no car\nDon't go too fast but I go pretty far\nFor somebody who don't drive\nI've been all around the world\nSome people say I've done alright for a girl\nOh yeah yeah\nI asked your mother if you were at home\nShe said yes but you weren't alone\nSometimes I think that you're avoiding me\nI'm okay alone but you've got something I need\nWell I've got a brand new pair of roller skates\nYou've got a brand new key\nI think that we should get together\nAnd try them on to see\nLa la la la la la la la\nLa la la la la la\nOh I've got a brand new pair of roller skates\nYou've got a brand new key"""
10,Daddy Don't You Walk So Fast,Wayne Newton,1972,"b""The love between the two of us was dying\nAnd it got so bad I knew I had to leave\nBut halfway down that highway when I turned around I saw\nMy little daughter running after me\nCrying\nDaddy don't you walk so fast\nDaddy don't you walk so fast\nDaddy slow down some 'cause you're makin' me run\nDaddy don't you walk so fast\nNow it broke my heart to tell my little daughter\nThat her daddy had to run to catch a train\nShe had no way of knowin' I was leavin' home for good\nI turned around and there she was again\nAs she said to me\nDaddy don't you walk so fast\nMy daughter cried daddy don't you walk so fast\nDaddy slow down some 'cause you're makin' me run\nDaddy don't you walk so fast\nIf only for the sake of my sweet daughter\nI just had to turn back home right there and then\nAnd try to start a new life with the mother of my child\nI couldn't bear to hear those words again\nShe cried and said\nDaddy don't you walk so fast\nMy daughter cried daddy don't you walk so fast\nDaddy slow down some 'cause you're makin' me run\nOh daddy don't you walk so fast\nMy daughter cried \nDaddy slow down some 'cause you're makin' me run"""
