Rank,Song,Artist,Year,Lyrics
1,Faith,George Michael,1988,"b'Well I guess it would be nice if I could touch your body\nI know not everybody has got a body like you\nBut I gotta\' think twice before I give my heart away\nAnd I know all the games you play because I played them too\nOh but I need some time off from that emotion\nTime to pick my heart up off the floor\nOh when that love comes down without devotion\nWell it takes a strong man baby\nBut I\'m showin\' you the door\n\'Cause I gotta\' have faith\nI gotta\' have faith\nBecause I gotta\' have faith faith faith\nI got to have faith faith faith\nBaby I know you\'re askin\' me to stay\nSay ""Please please please don\'t go away""\nYou say I\'m givin\' you the blues\nMaybe you mean every word you say\nCan\'t help but think of yesterday\nAnd another who tied me down to loverboy rules\nBefore this river becomes an ocean\nBefore you throw my heart back on the floor\nOh baby I reconsider my foolish notion\nWell I need someone to hold me but I\'ll wait for somethin\' more\nYes I gotta\' have faith\nOoh I gotta\' have faith\nBecause I gotta\' have faith faith faith\nI gotta\' have faith faith faith\nI\'ll just have to wait\nBecause I\'ve got to have faith\nI gotta\' have faith\nI\'ve got to got to got to have faith\nBefore this river becomes an ocean\nBefore you throw my heart back on the floor\nOh oh baby I reconsider my foolish notion\nWell I need someone to hold me but I\'ll wait for somethin\' more\n\'Cause I gotta\' have faith\nOoh I gotta\' have faith\nBecause I gotta\' have faith faith faith\nI gotta\' have faith faith faith'"
2,Need You Tonight,INXS,1988,"b""All you got is this moment\nTwenty-first century's yesterday\nYou can care all you want\nEverybody does yeah that's okay\nSo slide over here\nAnd give me a moment\nYour moves are so raw\nI've got to let you know\nI've got to let you know\nYou're one of my kind\nI need you tonight\nCause I'm not sleeping\nThere's something about you girl\nThat makes me sweat\nHow do you feel?\nI'm lonely\nWhat do you think?\nCan't think at all\nWhatcha gonna do?\nGonna live my life\nSo slide over here\nAnd give me a moment\nYour moves are so raw\nI've got to let you know\nI've got to let you know\nYou're one of my kind\nI need you tonight\nCause I'm not sleeping\nThere's something about you girl\nThat makes me sweat\nHow do you feel?\nI'm lonely\nWhat do you think?\nCan't think at all\nWhatcha gonna do?\nGonna live my life\nHow do you feel?\nI'm lonely\nWhat do you think?\nCan't think at all\nWhatcha gonna do?\nGonna live my life\nSo slide over here\nAnd give me a moment\nYour moves are so raw\nI've got to let you know\nI've got to let you know\nYou're one of my kind\nSo slide over here\nAnd give me a moment\nYour moves are so raw\nI've got to let you know\nI've got to let you know\nYou're one of my kind"""
3,Got My Mind Set on You,George Harrison,1988,"b""I got my mind set on you\nI got my mind set on you\nI got my mind set on you\nI got my mind set on you\nBut it's going to take money\nA whole lot of spending money\nIt's going to take plenty of money\nTo do it right child\nIt's going to take time\nA whole lot of precious time\nIt's going to take patience and time\nTo do it to do it to do it to do it to do it\nTo do it right child\nI got my mind set on you\nI got my mind set on you\nI got my mind set on you\nI got my mind set on you\nAnd this time I know it's for real\nThe feeling that I feel\nI know if I put my mind to it\nI know that I really can do it\nI got my mind set on you\nSet on you\nI got my mind set on you\nSet on you\nBut it's going to take money\nA whole lot of spending money\nIt's going to take plenty of money\nTo do it right child\nIt's going to take time\nA whole lot of precious time\nIt's going to take patience and time\nTo do it to do it to do it to do it to do it\nTo do it right\nI got my mind set on you\nI got my mind set on you\nI got my mind set on you\nI got my mind set on you\nAnd this time I know it's for real\nThe feelings that I feel\nI know if I put my mind to it\nI know that I really can do it\nBut it's going to take money\nA whole lot of spending money\nIt's going to take plenty of money\nTo do it right child\nIt's going to take time\nA whole lot of precious time\nIt's going to take patience and time\nTo do it to do it to do it to do it to do it\nTo do it right\nSet on you\nSet on you\nSet on you\nSet on you\nI got my mind set on you\nI got my mind set on you\nI got my mind set on you\nI got my mind set on you\nSet on you\nSet on you\nSet on you Set on you\nSet on you Set on you Set on you Set on you"""
4,Never Gonna Give You Up,Rick Astley,1988,"b""We're no strangers to love\nYou know the rules and so do I\nA full commitment's what I'm thinking of\nYou wouldn't get this from any other guy\nI just wanna tell you how I'm feeling\nGotta make you understand\nNever gonna give you up\nNever gonna let you down\nNever gonna run around and desert you\nNever gonna make you cry\nNever gonna say goodbye\nNever gonna tell a lie and hurt you\nWe've known each other for so long\nYour heart's been aching but you're too shy to say it\nInside we both know what's been going on\nWe know the game and we're gonna play it\nAnd if you ask me how I'm feeling\nDon't tell me you're too blind to see\nNever gonna give you up\nNever gonna let you down\nNever gonna run around and desert you\nNever gonna make you cry\nNever gonna say goodbye\nNever gonna tell a lie and hurt you\nNever gonna give you up\nNever gonna let you down\nNever gonna run around and desert you\nNever gonna make you cry\nNever gonna say goodbye\nNever gonna tell a lie and hurt you\n Never gonna give never gonna give \n Never gonna give never gonna give \nWe've known each other for so long\nYour heart's been aching but you're too shy to say it\nInside we both know what's been going on\nWe know the game and we're gonna play it\nI just wanna tell you how I'm feeling\nGotta make you understand\nNever gonna give you up\nNever gonna let you down\nNever gonna run around and desert you\nNever gonna make you cry\nNever gonna say goodbye\nNever gonna tell a lie and hurt you\nNever gonna give you up\nNever gonna let you down\nNever gonna run around and desert you\nNever gonna make you cry\nNever gonna say goodbye\nNever gonna tell a lie and hurt you\nNever gonna give you up\nNever gonna let you down\nNever gonna run around and desert you\nNever gonna make you cry\nNever gonna say goodbye\nNever gonna tell a lie and hurt you"""
5,Sweet Child o' Mine,Guns N' Roses,1988,"b""She's got a smile that it seems to me\nReminds me of childhood memories\nWhere everythin' was as fresh as the bright blue sky \nNow and then when I see her face\nShe takes me away to that special place\nAn' if I'd stare too long I'd probably break down and cry\nWoah-oh-oh! Sweet child of mine\nWoah oh-oh-oh! Sweet love of mine\nShe's got eyes of the bluest skies\nAs if they thought of rain\nI hate to look into those eyes and see an ounce of pain\nHer hair reminds me of a warm safe place\nWhere as a child I'd hide\nAn' pray for the thunder and the rain to quietly pass me by\nWoah-oh-oh! Sweet child of mine\nOoh oh-oh-oh! Sweet love of mine\nOh yeah! Woah-oh-oh-oh! Sweet child of mine\nOoh-oh oh oh! Sweet love of mine\nWoah oh-oh-oh! Sweet child of mine ooh yeah\nOoh! Sweet love of mine\nWhere do we go?\nWhere do we go now?\nWhere do we go?\nOoh where do we go?\nWhere do we go now?\nOh where do we go now?\nWhere do we go? \nOoh where do we go now?\nAy ay ay ay ay ay ay ay\nWhere do we go now? Ah-ah-ah-ah-ah wow\nWhere do we go?\nOh where do we go now?\nOh where do we go?\nWhere do we go now?\nWhere do we go?\nOoh where do we go now?\nNow now now now now now now\nSweet child sweet child of mine"""
6,So Emotional,Whitney Houston,1988,"b""I don't know why I like it\nI just do\nI've been hearing your heartbeat inside of me\nI keep your photo right beside my bed\nLivin' in a world of fantasies\nI can't get you out of my head\nI've been waiting for the phone to ring all night\nWhy you wanna make me feel so good?\nI got a love of my own babe\nI shouldn't get so hung up on you\nI remember the way that we touched\nI wish I didn't like it so much\nI get so emotional baby\nEverytime I think of you\nI get so emotional baby\nAin't it shocking what love can do?\nAin't it shocking what love can do?\nAin't it shocking what love can do?\nI gotta watch you walk in the room baby\nI gotta watch you walk out\nI like the animal way you move\nAnd when you talk\nI just watch your mouth\nI remember the way that we touched\nI wish I didn't like it so much\nI get so emotional baby\nEverytime I think of you\nI get so emotional baby\nAin't it shocking what love can do?\nI get so emotional baby\nEverytime I think of you\nI get so emotional baby\nAin't it shocking what love can do?\nAin't it shocking what love can do?\nAin't it shocking what love can do?\nSee I remember the way that we touched\nI wish I didn't like it so much\nI get so emotional baby\nEverytime I think of you\nI get so emotional baby\nAin't it shocking what love can do?"""
7,Heaven Is a Place on Earth,Belinda Carlisle,1988,"b""Ooh baby do you know what that's worth?\nOoh heaven is a place on earth\nThey say in heaven love comes first\nWe'll make heaven a place on earth\nOoh heaven is a place on earth\nWhen the night falls down\nI wait for you\nAnd you come around\nAnd the world's alive\nWith the sound of kids\nOn the street outside\nWhen you walk into the room\nYou pull me close and we start to move\nAnd we're spinning with the stars above\nAnd you lift me up in a wave of love\nOoh baby do you know what that's worth?\nOoh heaven is a place on earth\nThey say in heaven love comes first\nWe'll make heaven a place on earth\nOoh heaven is a place on earth\nWhen I feel alone\nI reach for you\nAnd you bring me home\nWhen I'm lost at sea\nI hear your voice\nAnd it carries me\nIn this world we're just beginning\nTo understand the miracle of living\nBaby I was afraid before\nBut I'm not afraid anymore\nOoh baby do you know what that's worth?\nOoh heaven is a place on earth\nThey say in heaven love comes first\nWe'll make heaven a place on earth\nOoh heaven is a place on earth\nIn this world we're just beginning\nTo understand the miracle of living\nBaby I was afraid before\nBut I'm not afraid anymore\nOoh baby do you know what that's worth?\nOoh heaven is a place on earth\nThey say in heaven love comes first\nWe'll make heaven a place on earth\nOoh heaven is a place on earth\nOoh heaven is a place on earth\nOoh heaven is a place on earth\nOoh heaven is a place on earth\nOoh heaven is a place on earth\nOoh heaven is a place on earth"""
8,Could've Been,Tiffany,1988,"b""The flowers you gave me are just about to die\nWhen I think about\nWhat could've been\nMakes me want to cry\nThe sweet words you whispered didn't mean a thing\nI guess our song is over\nAs we began to sing\nCould've been so beautiful\nCould've been so right\nCould've been my lover\nEvery day day of my life\nCould've been so beautiful\nCould've been so right\nI'll never hold\nWhat could've been on a cold and lonely night\nThe memories of our loving still linger in the air\nLike the faded scent of your roses\nStay with me everywhere\nEverytime I get my hopes up\nThey always seem to fall\nStill what could've been\nIs better than what can never be at all\nAt all\nHow can you hold what could've been\nOn a cold and lonely night"""
9,Hands to Heaven,Breathe,1988,"b""As I watch you move\nAcross the moon-lit room\nThere's so much tenderness in your loving\nTomorrow I must leave\nThe dawn knows no reprieve\nGod give me strength when I am leaving\nSo raise your hands to heaven\nAnd pray\nThat we'll be back together someday\nTonight\nI need your sweet caress\nHold me in the darkness\nTonight\nYou calm my restlessness\nYou relieve my sadness\nAs we move to embrace\nTears run down your face\nI whisper words of love so softly\nI can't believe this pain\nIt's driving me insane\nWithout your touch\nLife will be lonely\nMorning has come\nAnother day\nI must pack my bags\nAnd say goodbye\nGoodbye"""
10,Roll with It,Steve Winwood,1988,"b""When life is too much roll with it baby\nDon't stop and lose your touch oh no baby\nHard times knocking on your door\nI'll tell them you ain't there no more\nGet on through it roll with it baby\nLuck'll come and then slip away\nYou've gotta move bring it back to stay\nYou just roll with it baby\nCome on and just roll with it baby\nYou and me roll with it baby\nHang on and just roll with it baby\nThe way that you love is good as money\nI swear by stars above sweet as honey\nPeople think you're down and out\nYou show them what it's all about\nYou can make it roll with it baby\nWhen this world turns its back on you\nHang in and do that sweet thing you do\nYou just roll with it baby\nYou just roll with it baby\nCome on and just roll with it baby\nYou and me just roll with it baby\nYou just roll with it baby\nYou just roll with it baby\nCome on and just roll with it baby\nYou and me just roll with it baby\nNow there'll be a day you'll get there baby\nYou'll hear the music play you'll dance baby\nYou'll leave bad times way behind\nNothing but good times on your mind\nYou can do it roll with it baby\nThen you'll see life will be so nice\nIt's just a step up to paradise\nYou just roll with it baby\nYou just roll with it baby\nYou and me just roll with it baby\nCome on and just roll with it baby\nCome on\nYou just roll with it baby\nJust roll with it baby\nYou just roll with it baby"""
11,One More Try,George Michael,1988,"b'I\'ve had enough of danger\nAnd people on the streets\nI\'m lookin\' out for angels\nJust tryin\' to find some peace\nNow I think it\'s time\nThat you let me know\nSo if you love me\nSay you love me\nBut if you don\'t\nJust let me go\n\'Cause teacher\nThere are things that I don\'t want to learn\nAnd the last one I had\nMade me cry\nSo I don\'t want to learn to\nHold you touch you\nThink that you\'re mine\nBecause it ain\'t no joy\nFor an uptown boy\nWhose teacher has told him goodbye goodbye goodbye\nWhen you were just a stranger\nAnd I was at your feet\nI didn\'t feel the danger\nNow I feel the heat\nThat look in your eyes\nTelling me ""No""\nSo you think that you love me\nKnow that you need me\nI wrote the song I know it\'s wrong\nJust let me go\nSo when you say that you need me\nThat you\'ll never leave me\nI know you\'re wrong you\'re not that strong\nLet me go\nAnd teacher\nThere are things that I still have to learn\nBut the one thing I have is my pride\nOh so I don\'t want to learn to\nHold you touch you\nThink that you\'re mine\nBecause there ain\'t no joy\nFor an uptown boy\nWho just isn\'t willin\' to try\nI\'m so cold inside\nMaybe just one more try'"
