Rank,Song,Artist,Year,Lyrics
1,"That's What Friends Are For",Dionne,1986,b"And I never thought I'd feel this way\nAnd as far as I'm concerned\nI'm glad I got the chance to say\nThat I do believe I love you\nAnd if I should ever go away\nWell then close your eyes and try to feel\nThe way we do today\nAnd then if you can remember\nKeep smiling keep shining\nKnowing you can always count on me for sure\nThat's what friends are for\nFor good times and bad times\nI'll be on your side forever more\nThat's what friends are for\nWell you came and opened me\nAnd now there's so much more I see\nAnd so by the way I thank you\nWhoa and then for the times when we're apart\nWell then close your eyes and know\nThese words are coming from my heart\nAnd then if you can remember oh\nKeep smiling keep shining\nKnowing you can always count on me for sure\nThat's what friends are for\nIn good times in bad times\nI'll be on your side forever more\nOh that's what friends are for\nKeep smiling keep shining\nKnowing you can always count on me for sure\nThat's what friends are for\nFor good times and bad times\nI'll be on your side forever more\nThat's what friends are for\nKeep smilin' keep shining\nKnowing you can always count on me oh for sure\n'Cause I tell you that's what friends are for\nFor good times and for bad times\nI'll be on your side forever more\nThat's what friends are for "
2,"Say You Say Me",Lionel Richie,1986,b"Say you say me\nSay it for always that's the way it should be\nSay you say me\nSay it together naturally\nI had a dream I had an awesome dream\nPeople in the park playing games in the dark\nAnd what they played was a masquerade\nAnd from behind of walls of doubt a voice was crying out\nSay you say me\nSay it for always that's the way it should be\nSay you say me\nSay it together naturally\nAs we go down life's lonesome highway\nSeems the hardest thing to do is to find a friend or two\nA helping hand - someone who understands\nThat when you feel you've lost your way\nYou've got someone there to say\nI'll show you\nSay you say me\nSay it for always that's the way it should be\nSay you say me\nSay it together naturally\nSo you think you know the answers - oh no\nBecause the whole world has got you dancing that's right\nI'm telling you\nIt's time to start believing - oh yes\nBelieving who you are - you are a shining star\nSay you say me\nSay it for always that's the way it should be\nSay you say me\nSay it together naturally"
3,"I Miss You",Klymaxx,1986,b"Thought I heard your voice yesterday\nThen I turned around to say\nThat I loved you\nThen I realized that\nIt was just my mind playing tricks on me\nIt seems colder lately at night\nAnd I try to sleep with the lights on\nEvery time the phone rings\nI pray to God it's you\nI just can't believe\nThat we're through\nI miss you\nThere's no other way to say it\nAnd I\nAnd I can't deny it\nI miss you\nIt's so easy to see\nI miss you and me\nIs it done\nAnd over this time?\nCan we ever change our minds?\nBut it's our first love\nAll the feelings that we used to share\nI refuse to believe\nThat you don't care\nI've got to gather my senses together\nI've been through worse kinds of weather\nIf it's over now\nBe strong\nI can't believe that you're gone\nI've got to carry on"
4,"On My Own",Patti LaBelle,1986,b"So many times\nSaid it was forever\nSaid our love would always be true\nSomething in my heart always knew\nI'd be lying here beside you\nOn my own\nOn my own\nOn my own\nSo many promises never should be spoken\nNow I know what loving you cost\nNow we're up to talking divorce\nAnd we weren't even married\nOn my own\nOnce again now\nOne more time\nBy myself\nNo one said it was easy\nNo\nBut it once was so easy\nWell I believed in love \nNow here I stand\nI wonder why\nOoh\nI'm on my own\nWhy did it end this way\nThis wasn't how it was supposed to be\nOn my own\nI wish that we could do it all again\nSo many times\nI know I could have told you\nLosing you\nIt cut like a knife\nHey\nYou walked out and there went my life\nI don't want to live without you\nOn my own\nThis wasn't how it was supposed to end\nOn my own\nI wish that we could do it all again\nOn my own\nI never dreamed I'd spend one night alone\nBy myself\nOn my own\nI've got to find out where I belong again\nI've got to learn to be strong again\nI never dreamed I'd spend one night alone\nBy myself by myself by myself\nI've got to find out what was mine again\nMy heart is saying that it's time again\nAnd I have faith that I will shine again\nBy myself\nI have faith in me\nOh\nI know I'll make it\nBy myself by myself"
5,"Broken Wings",Mr. Mister,1986,b"Baby don't understand\nWhy we can't just hold on to each other's hands?\nThis time might be the last if fear unless\nI make it all too clear I need you so ohh\nTake these broken wings\nAnd learn to fly again learn to live so free\nWhen we hear the voices sing\nThe book of love will open up and let us in\nTake these broken wings\nBaby I think tonight\nWe can take what was wrong and make it right\nBaby it's all I know that you're half of the flesh\nAnd blood that makes me whole I need you so\nSo take these broken wings\nAnd learn to fly again learn to live so free\nWhen we hear the voices sing\nThe book of love will open up and let us in\nTake these broken wings\nYou've got to learn to fly learn to live love so free\nWhen we hear the voices sing\nThe book of love will open up and let us in\nYeah yeah\nLet us in\nLet us in\nBaby it's all I know that you're half of the flesh\nAnd blood that makes me whole\nYeah yeah yeah yeah yeah\nSo take these broken wings\nAnd learn to fly again learn to live so free\nAnd when we hear the voices sing\nThe book of love will open up and let us in\nTake these broken wings\nYou got to learn to fly learn to live and love so free\nWhen we hear the voices sing\nThe book of love will open up for us and let us in\nYeah yeah yeah yeah ooh"
6,"How Will I Know",Whitney Houston,1986,b"There's a boy I know he's the one I dream of\nLooks into my eyes takes me to the clouds above\nOoh I lose control can't seem to get enough\nWhen I wake from dreaming tell me is it really love?\nOoh how will I know? \nHow will I know?\nHow will I know? \nHow will I know?\nHow will I know if he really loves me?\nI say a prayer with every heart beat\nI fall in love whenever we meet\nI'm asking you what you know about these things\nHow will I know if he's thinking of me?\nI try to phone but I'm too shy \nFalling in love is so bittersweet\nThis love is strong why do I feel weak?\nOh wake me I'm shaking wish I had you near me now\nSaid there's no mistaking what I feel is really love\nOoh tell me\nHow will I know? \nHow will I know?\nHow will I know? \nHow will I know?\nHow will I know if he really loves me?\nI say a prayer with every heart beat\nI fall in love whenever we meet\nI'm asking you what you know about these things\nHow will I know if he's thinking of me?\nI try to phone but I'm too shy \nFalling in love is so bittersweet\nThis love is strong why do I feel weak?\nIf he loves me\nIf he loves me not\nIf he loves me\nIf he loves me not\nIf he loves me\nIf he loves me not\nOh how will I know?\nHow will I know?\nHow will I know?\nHey how will I know?\nHow will I know if he really loves me?\nI say a prayer with every heart beat\nI fall in love whenever we meet\nI'm asking you what you know about these things\nHow will I know if he's thinking of me?\nI try to phone but I'm too shy \nFalling in love is so bittersweet\nThis love is strong why do I feel weak?\nHow will I know? \nHow will I know?\nHow will I know? \nHow will I know?\nHow will I know? \nHow will I know?\nHow will I know?"
7,"Party All the Time",Eddie Murphy,1986,b"Girl\nI can't understand it why you want to hurt me\nAfter all the things I've done for you\nI buy you champagne and roses and diamonds on your finger\nStill you hang out all night\nWhat am I to do?\nMy girl wants to party all the time\nParty all the time\nParty all the time\nMy girl wants to party all the time\nParty all the time\nShe parties all the time party all the time\nShe likes to party all the time party all the time\nParty all the time she likes to party all the time\nParty all the time\nGirl\nI've seen you in clubs just hanging out and dancing\nYou give your number to every man you see\nYou never come home at night because you're out romancing\nI wish you bring some of your love home to me\nBut my girl wants to party all the time\nMy girl wants to party all the time\nParty\nParty\nParty she likes to party all the time\nShe likes to party all the time\nShe lets her hair down\nShe lets her body down\nShe lets her body\nShe lets her body down\nParty all the time do you wanna get down to party\nYeah\nParty all the time party all the time"
8,"Burning Heart",Survivor,1986,b"Two worlds collide rival nations\nIt's a primitive clash venting years of frustrations\nBravely we hope against all hope\nThere is so much at stake\nSeems our freedom's up against the ropes\nDoes the crowd understand?\nIs it East versus West or man against man?\nCan any nation stand alone?\nIn the burning Heart just about to burst\nThere's a quest for answers an unquenchable thirst\nIn the darkest night rising like a spire\nIn the burning heart the unmistakable fire\nIn the warriors code there's no surrender\nThough his body says stop his spirit cries - never!\nDeep in our soul a quiet ember knows it's you against you\nIt's the paradox that drives us on\nIt's a battle of wills\nIn the heat of attack it's the passion that kills\nThe victory is yours alone\n 3x\nIn the burning Heart just about to burst\nThere's a quest for answers an unquenchable thirst\nIn the darkest night rising like a spire\nIn the burning heart the unmistakable fire\nIn the burning Heart"
9,"Kyrie",Mr. Mister,1986,b"Kyrie eleison\nKyrie eleison\nKyrie\nThe wind blows hard against this mountain side\nAcross the sea into my soul\nIt reaches into where I cannot hide\nSetting my feet upon the road\nMy heart is old it holds my memories\nMy body burns a gemlike flame\nSomewhere between the soul and soft machine\nIs where I find myself again\nKyrie eleison down the road that I must travel\nKyrie eleison through the darkness of the night\nKyrie eleison where I'm going will you follow?\nKyrie eleison on a highway in the light\nWhen I was young I thought of growing old\nOf what my life would mean to me\nWould I have followed down my chosen road\nOr only wished what I could be\nKyrie eleison down the road that I must travel\nKyrie eleison through the darkness of the night\nKyrie eleison where I'm going will you follow?\nKyrie eleison on a highway in the light\nKyrie eleison down the road that I must travel\nKyrie eleison through the darkness of the night\nKyrie eleison where I'm going will you follow?\nKyrie eleison on a highway in the light\nKyrie eleison down the road that I must travel\nKyrie eleison through the darkness of the night\nKyrie eleison where I'm going will you follow?\nKyrie eleison on a highway in the light\nKyrie eleison down the road that I must travel\nKyrie eleison through the darkness of the night\nKyrie eleison where I'm going will you follow?\nKyrie eleison on a highway in the light\nKyrie eleison down the road that I must travel\nKyrie eleison through the darkness of the night\nKyrie eleison where I'm going will you follow?"
10,"Addicted to Love",Robert Palmer,1986,b"The lights are on but you're not home\nYour mind is not your own\nYour heart sweats your body shakes\nAnother kiss is what it takes\nYou can't sleep you can't eat\nThere's no doubt you're in deep\nYour throat is tight you can't breathe\nAnother kiss is all you need\nWhoa you like to think that you're immune to the stuff oh yeah\nIt's closer to the truth to say you can't get enough\nYou know you're going to have to face it you're addicted to love\nYou see the signs but you can't read\nYou're running at a different speed\nYour heart beats in double time\nAnother kiss and you'll be mine\nA one-track mind you can't be saved\nOblivion is all you crave\nIf there's some left for you\nYou don't mind if you do\nMight as well face it you're addicted to love \nYour lights are on but you're not home\nYour will is not your own\nYour heart sweats your teeth grind\nAnother kiss and you'll be mine\nMight as well face it you're addicted to love "
