Rank,Song,Artist,Year,Lyrics
1,Hey Jude,The Beatles,1968,"b""Hey Jude don't make it bad\nTake a sad song and make it better\nRemember to let her into your heart\nThen you can start to make it better\nHey Jude don't be afraid\nYou were made to go out and get her\nThe minute you let her under your skin\nThen you begin to make it better\nAnd anytime you feel the pain hey Jude refrain\nDon't carry the world upon your shoulders\nFor well you know that it's a fool who plays it cool\nBy making his world a little colder\nNa na na na na na na na na na\nHey Jude don't let me down\nYou have found her now go and get her\nRemember  to let her into your heart\nThen you can start to make it better\nSo let it out and let it in hey Jude begin\nYou're waiting for someone to perform with\nAnd don't you know that it's just you hey Jude you'll do\nThe movement you need is on your shoulder\nNa na na na na na na na na yeah\nHey Jude don't make it bad\nTake a sad song and make it better\nRemember to let her under your skin\nThen you'll begin to make it\nBetter better better better better better oh\nYeah yeah yeah yeah yeah yeah yeah\nNaa na na na na na na na na na na hey Jude\nNaa na na na na na na na na na na hey Jude\nNaa na na na na na na na na na na hey Jude\nNaa na na na na na na na na na na hey Jude\nNaa na na na na na na  na na na na hey Jude\nNaa na na na na na na  na na na na hey Jude\nNaa na  na na na na na  na na na na hey Jude\nHey Jude hey Jude wowwwwww\nNaa na na na na na na na na na na hey Jude\nNaa na na na na na na na na na na hey Jude\nJude Jude Jude Jude Jude Jude\nNaa na na na na na na na na na na hey Jude\nNaa na na na na na na na na na na hey Jude\nNaa na na na na na na na na na na hey Jude\nNaa na na na na na na na na na na hey Jude\nNaa na na na na na na  na na na na hey Jude\nNaa na na na na na na na na na na hey Jude\nNaa na na na na na na na na na na hey Jude\nNaa na na na na na na na na na na hey Jude"""
2,Love is Blue,Paul Mauriat,1968,"b""Blue blue my world is blue\nBlue is my world now I'm without you\nGray gray my life is gray\nCold is my heart since you went away\nRed red my eyes are red\nCrying for you alone in my bed\nGreen green my jealous heart\nI doubted you and now we're apart\nWhen we met how the bright sun shone\nThen love died now the rainbow is gone\nBlack black the nights I've known\nLonging for you so lost and alone"""
3,Honey,Bobby Goldsboro,1968,"b""See the tree how big it's grown\nBut friend it hasn't been too long\nIt wasn't big\nI laughed at her and she got mad\nThe first day that she planted it was just a twig\nThen the first snow came\nAnd she ran out to brush the snow away\nSo it wouldn't die\nCame runnin' in all excited\nSlipped and almost hurt herself\nAnd I laughed till I cried\nShe was always young at heart\nKinda dumb and kinda smart and I loved her so\nAnd I surprised her with a puppy\nKept me up all Christmas Eve two years ago\nAnd it would sure embarrass her\nWhen I came in from workin' late\nCause I would know\nThat she'd been sittin' there and cryin'\nOver some sad and silly late late show\nAnd honey I miss you\nAnd I'm bein' good\nAnd I'd love to be with you\nIf only I could\nShe wrecked the car and she was sad\nAnd so afraid that I'd be mad\nBut what the heck\nThough I pretended hard to be\nGuess you could say she saw through me\nAnd hugged my neck\nI came home unexpectedly\nAnd caught her cryin' needlessly\nIn the middle of the day\nAnd it was in the early Spring\nWhen flowers bloom and robins sing\nShe went away\nAnd honey I miss you\nAnd I'm bein' good\nAnd I'd love to be with you\nIf only I could\nOne day while I was not at home\nWhile she was there and all alone\nThe angels came\nNow all I have is memories of Honey\nAnd I wake up nights and call her name\nNow my life's an empty stage\nWhere Honey lived and Honey played\nAnd love grew up\nAnd a small cloud passes overhead\nAnd cries down on the flower bed\nThat Honey loved\nAnd see the tree how big it's grown\nBut friend it hasn't been too long\nIt wasn't big\nAnd I laughed at her and she got mad\nThe first day that she planted it was just a twig"""
4,(Sittin' On) The Dock of the Bay,Otis Redding,1968,"b""Sittin' in the mornin' sun\nI'll be sittin' when the evenin' come\nWatching the ships roll in\nAnd then I watch 'em roll away again yeah\nI'm sittin' on the dock of the bay\nWatching the tide roll away\nOoo I'm just sittin' on the dock of the bay\nWastin' time\nI left my home in Georgia\nHeaded for the 'Frisco bay\nCause I've had nothing to live for\nAnd look like nothin's gonna come my way\nSo I'm just gonna sit on the dock of the bay\nWatching the tide roll away\nOoo I'm sittin' on the dock of the bay\nWastin' time\nLook like nothing's gonna change\nEverything still remains the same\nI can't do what ten people tell me to do\nSo I guess I'll remain the same yes\nSittin' here resting my bones\nAnd this loneliness won't leave me alone\nIt's two thousand miles I roamed\nJust to make this dock my home\nNow I'm just gonna sit at the dock of the bay\nWatching the tide roll away\nOooo-wee sittin' on the dock of the bay\nWastin' time\n*Whistling*"""
5,People Got to Be Free,The Rascals,1968,"b""All the world over so easy to see\nPeople everywhere just wanna be free\nListen please listen that's the way it should be\nThere's peace in the valley people got to be free\nYou should see what a lovely lovely world this'd be\nEveryone learned to live together ah hah\nSeems to me such an itty bitty thing should be\nWhy can't you and me learn to love one another?\nAll the world over so easy to see\nPeople everywhere just wanna be free \nI can't understand it so simple to me\nPeople everywhere just got to be free\nIf there's a man who is down and needs a helpin' hand\nAll it takes is you to understand and to pull him through ah hah\nSeems to me we got to solve it individually ah ah\nAnd I'll do unto you what you do to me\nSaid no\nShout it from the mountain on out to the sea\nNo two ways about it people have to be free \nAsk me my opinion my opinion will be\nNatural situation for a man to be free\nGet right on board now huh huh\nOh what a feelin's just come over me\nLove can move a mountain make a blind man see\nEverybody sing it now come on let's go see\nPeace in the valley now we all can be free\nSee that train over there?\nNow that's the train of freedom\nIt's about to 'rrive any minute now\nYou know it's been'a long long overdue\nLook out 'cause it's a'comin' right on through\nHa ha yeah"""
6,Sunshine of Your Love,Cream,1968,"b""It\xe2\x80\x99s getting near dawn\nWhen lights close their tired eyes\nI\xe2\x80\x99ll soon be with you my love\nTo give you my dawn surprise\nI\xe2\x80\x99ll be with you darling soon\nI\xe2\x80\x99ll be with you when the stars start falling\nI\xe2\x80\x99ve been waiting so long\nTo be where I\xe2\x80\x99m going\nIn the sunshine of your love\nI\xe2\x80\x99m with you my love\nThe lights shining through on you\nYes I\xe2\x80\x99m with you my love\nIt\xe2\x80\x99s the morning and just we two\nI\xe2\x80\x99ll stay with you darling now\nI\xe2\x80\x99ll stay with you 'til my seas are dried up\nI\xe2\x80\x99ve been waiting so long\nTo be where I\xe2\x80\x99m going\nIn the sunshine of your love\nI\xe2\x80\x99m with you my love\nThe lights shining through on you\nYes I\xe2\x80\x99m with you my love\nIt\xe2\x80\x99s the morning and just we two\nI\xe2\x80\x99ll stay with you darling now\nI\xe2\x80\x99ll stay with you 'til my seas are dried up\nI\xe2\x80\x99ve been waiting so long\nI\xe2\x80\x99ve been waiting so long\nI\xe2\x80\x99ve been waiting so long\nTo be where I\xe2\x80\x99m going\nIn the sunshine of your love"""
7,This Guy's in Love With You,Herb Alpert,1968,"b""You see this guy\nThis guy's in love with you\nYes I'm in love\nWho looks at you the way I do\nWhen you smile I can tell\nWe know each other very well\nHow can I show you\nI'm glad I got to know you 'cause\nI've heard some talk\nThey say you think I'm fine\nYeah I'm in love\nAnd what I'd do to make you mine\nTell me now is it so?\nDon't let me be the last to know\nMy hands are shaking\nDon't let my heart keep breaking 'cause\nI need your love\nI want your love\nSay you're in love\nIn love with this guy\nIf not I'll just die\nTell me now is it so?\nDon't let me be the last to know\nMy hands are shaking\nDon't let my heart keep breaking 'cause\nI need your love\nI want your love\nSay you're in love\nIn love with this guy\nIf not I'll just die"""
8,The Good the Bad and the Ugly,Hugo Montenegro,1968,"b""Here is the tale of the boy standing in front of you\nNot one word is exaggerated -- entirely true\nA four square in chemistry my agenda tonight\nAs I rock the house left and a I rock the house right\nI can't fly I can't dance\nAnd I don't like any bands\nListen up 'cause I am Atom I am the sequencing man\nWhere I want is where I go\nI'm always armed with a burrito\nListen up 'cause I am Atom I am the sequencing man\nI travel the world with my band in a box\nAnd I rock 10 times harder than your average punk rock band\nI'm almost done I'm almost through\nI hope to God I'm not boring you\nI often do the number 2\nI am the always often pooping Jew\nI can't fly I can't dance\nAnd I don't like any bands\nListen up 'cause I am Atom I am the sequencing man\nWhere I want is where I go\nI'm always armed with a burrito\nListen up 'cause I am Atom I am the sequencing man\nI can't fly I can't dance\nAnd I don't like your band\nListen up 'cause I am Atom I am the sequencing man\nWhere I want is where I go\nI'm always armed with a burrito\nPay attention 'cause I am Atom I am the sequencing man"""
9,Mrs. Robinson,Simon,1968,"b""Dee dee dee dee dee dee dee dee dee dee dee dee dee\nDoo doo doo doo doo doo doo doo doo\nDee dee dee dee dee dee dee dee dee dee dee dee dee\nAnd here's to you Mrs. Robinson\nJesus loves you more than you will know\nWo wo wo\nGod bless you please Mrs. Robinson\nHeaven holds a place for those who pray\nHey hey hey\nHey hey hey\nWe'd like to know a little bit about you for our files\nWe'd like to help you learn to help yourself\nLook around you all you see are sympathetic eyes\nStroll around the grounds until you feel at home\nAnd here's to you Mrs. Robinson\nJesus loves you more than you will know\nWo wo wo\nGod bless you please Mrs. Robinson\nHeaven holds a place for those who pray\nHey hey hey\nHey hey hey\nHide it in a hiding place where no one ever goes\nPut it in your pantry with your cupcakes\nIt's a little secret just the Robinsons' affair\nMost of all you've got to hide it from the kids\nCoo coo ca-choo Mrs. Robinson\nJesus loves you more than you will know\nWo wo wo\nGod bless you please Mrs. Robinson\nHeaven holds a place for those who pray\nHey hey hey\nHey hey hey\nSitting on a sofa on a Sunday afternoon\nGoing to the candidates debate\nLaugh about it shout about it\nWhen you've got to choose\nEvery way you look at it you lose\nWhere have you gone Joe DiMaggio\nA nation turns its lonely eyes to you\nWoo woo woo\nWhat's that you say Mrs. Robinson\nJoltin' Joe has left and gone away\nHey hey hey\nHey hey hey"""
10,Tighten Up,Archie Bell,1968,"b""Hi everybody\nI'm Archie Bell of the Drells\nFrom Houston Texas\nWe don't only sing but we dance\nJust as good as we walk\nIn Houston we just started a new dance\nCalled the Tighten Up\nThis is the music\nWe tighten up with\nFirst tighten up on the drums\nCome on now drummer\nI want you to tighten it up for me now\nOh yeah\nTighten up on that bass now\nTighten it up\nHa ha yeah\nNow let that guitar fall in\nOh yeah\nTighten up on that organ now\nYeah you do the tighten up\nYeah now\nI said if you can do it now\nIt sure would be tough\nNow look here come on now\nNow make it mellow\nLet's tighten it up now\nDo the tighten up\nEverybody can do it now\nSo get to it\nWe're gonna tighten up\nLet's do the tighten up\nYou can do it now\nSo baby get to it\nLook to your left now\nLook to your right\nEverybody can do it\nBut don't you get too tight\nCome on and tighten up\nLet's tighten it up now\nLet's tighten it up now\nTighten it up\nDo the tighten up\nCome and tighten it up\nTighten it up now\nCome on now Billy\nTighten it up\nOh yeah\nSock it to me now\nTighten it up\nCome on and tighten up that bass\nOh yeah\nNow look here\nI want that guitar\nTo fall in on there\nTighten it up now\nOh yeah\nNow tighten it up organ\nNow everybody tighten it up now\nNow look here\nWe gonna make it mellow for you now\nWe gonna make it mellow now\nTighten it up\nYou can get it\nMove to your left\nMove to your right\nTighten it up now\nEverything will be outta sight\nCome on and tighten it up\nTighten it up now\nYou can do it..."""
