Rank,Song,Artist,Year,Lyrics
1,"Shape of You",Ed Sheeran,2017,b"The club isn't the best place to find a lover\nSo the bar is where I go\nMe and my friends at the table doing shots\nDrinking fast and then we talk slow\nAnd you come over and start up a conversation with just me\nAnd trust me I'll give it a chance now\nTake my hand stop put Van the Man on the jukebox\nAnd then we start to dance and now I'm singing like\nGirl you know I want your love\nYour love was handmade for somebody like me\nCome on now follow my lead\nI may be crazy don't mind me\nSay boy let's not talk too much\nGrab on my waist and put that body on me\nCome on now follow my lead\nCome come on now follow my lead\nI'm in love with the shape of you\nWe push and pull like a magnet do\nAlthough my heart is falling too\nI'm in love with your body\nAnd last night you were in my room\nAnd now my bed sheets smell like you\nEvery day discovering something brand new\nI'm in love with your body\nOh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\nI'm in love with your body\nOh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\nI'm in love with your body\nOh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\nI'm in love with your body\nEvery day discovering something brand new\nI'm in love with the shape of you\nOne week in we let the story begin\nWe're going out on our first date\nYou and me are thrifty so go all you can eat\nFill up your bag and I fill up a plate\nWe talk for hours and hours about the sweet and the sour\nAnd how your family is doing okay\nLeave and get in a taxi then kiss in the backseat\nTell the driver make the radio play and I'm singing like\nGirl you know I want your love\nYour love was handmade for somebody like me\nCome on now follow my lead\nI may be crazy don't mind me\nSay boy let's not talk too much\nGrab on my waist and put that body on me\nCome on now follow my lead\nCome come on now follow my lead\nI'm in love with the shape of you\nWe push and pull like a magnet do\nAlthough my heart is falling too\nI'm in love with your body\nAnd last night you were in my room\nAnd now my bed sheets smell like you\nEvery day discovering something brand new\nI'm in love with your body\nOh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\nI'm in love with your body\nOh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\nI'm in love with your body\nOh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\xe2\x80\x94oh\xe2\x80\x94I\nI'm in love with your body\nEvery day discovering something brand new\nI'm in love with the shape of you\nCome on be my baby come on\nCome on be my baby come on\nCome on be my baby come on\nCome on be my baby come on\nCome on be my baby come on\nCome on be my baby come on\nCome on be my baby come on\nCome on be my baby come on\nI'm in love with the shape of you\nWe push and pull like a magnet do\nAlthough my heart is falling too\nI'm in love with your body\nLast night you were in my room\nAnd now my bed sheets smell like you\nEvery day discovering something brand new\nI'm in love with your body\nCome on be my baby come on\nCome on be my baby come on\nI'm in love with your body\nCome on be my baby come on\nCome on be my baby come on\nI'm in love with your body\nCome on be my baby come on\nCome on be my baby come on\nI'm in love with your body\nEvery day discovering something brand new\nI'm in love with the shape of you"
2,"Despacito (Remix)",Luis Fonsi,2017,b'" ft. Justin Bieber]\nComin\' over in my direction\nSo thankful for that it\'s such a blessin\' yeah\nTurn every situation into heaven yeah\nOh-oh you are\nMy sunrise on the darkest day\nGot me feelin\' some kind of way\nMake me wanna savor every moment slowly slowly\nYou fit me tailor-made love how you put it on\nGot the only key know how to turn it on\nThe way you nibble on my ear the only words I wanna hear\nBaby take it slow so we can last long\n\xc2\xa1Oh! T\xc3\xba t\xc3\xba eres el im\xc3\xa1n y yo soy el metal\nMe voy acercando y voy armando el plan\nS\xc3\xb3lo con pensarlo se acelera el pulso \nYa ya me est\xc3\xa1 gustando m\xc3\xa1s de lo normal\nTodos mis sentidos van pidiendo m\xc3\xa1s\nEsto hay que tomarlo sin ning\xc3\xban apuro\nDespacito\nQuiero respirar tu cuello despacito\nDeja que te diga cosas al o\xc3\xaddo\nPara que te acuerdes si no est\xc3\xa1s conmigo\nDespacito\nQuiero desnudarte a besos despacito\nFirmo en las paredes de tu laberinto\nY hacer de tu cuerpo todo un manuscrito\n(Sube sube sube\nSube sube)\nQuiero ver bailar tu pelo quiero ser tu ritmo \nQue le ense\xc3\xb1es a mi boca \nTus lugares favoritos \nD\xc3\xa9jame sobrepasar tus zonas de peligro \nHasta provocar tus gritos \nY que olvides tu apellido\nSi te pido un beso ven d\xc3\xa1melo yo s\xc3\xa9 que est\xc3\xa1s pens\xc3\xa1ndolo\nLlevo tiempo intent\xc3\xa1ndolo mami esto es dando y d\xc3\xa1ndolo\nSabes que tu coraz\xc3\xb3n conmigo te hace bom bom\nSabes que esa beba est\xc3\xa1 buscando de mi bom bom\nVen prueba de mi boca para ver c\xc3\xb3mo te sabe\nQuiero quiero quiero ver cu\xc3\xa1nto amor a ti te cabe\nYo no tengo prisa yo me quiero dar el viaje\nEmpecemos lento despu\xc3\xa9s salvaje\nPasito a pasito suave suavecito\nNos vamos pegando poquito a poquito\nCuando t\xc3\xba me besas con esa destreza\nVeo que eres malicia con delicadeza\nPasito a pasito suave suavecito\nNos vamos pegando poquito a poquito\nY es que esa belleza es un rompecabezas\nPero pa\' montarlo aqu\xc3\xad tengo la pieza\n\xc2\xa1Oye!\nDespacito\nQuiero respirar tu cuello despacito\nDeja que te diga cosas al o\xc3\xaddo\nPara que te acuerdes si no est\xc3\xa1s conmigo\nDespacito\nQuiero desnudarte a besos despacito\nFirmo en las paredes de tu laberinto\nY hacer de tu cuerpo todo un manuscrito\n(Sube sube sube\nSube sube)\nQuiero ver bailar tu pelo quiero ser tu ritmo \nQue le ense\xc3\xb1es a mi boca \nTus lugares favoritos \nD\xc3\xa9jame sobrepasar tus zonas de peligro \nHasta provocar tus gritos \nY que olvides tu apellido\nDespacito\nThis is how we do it down in Puerto Rico\nI just wanna hear you screaming "\xc2\xa1Ay Bendito!"\nI can move forever cuando est\xc3\xa9 contigo\n\xc2\xa1B\xc3\xa1ilalo!\nPasito a pasito suave suavecito\nNos vamos pegando poquito a poquito\nQue le ense\xc3\xb1es a mi boca\nTus lugares favoritos\nPasito a pasito suave suavecito\nNos vamos pegando poquito a poquito\nHasta provocar tus gritos \nY que olvides tu apellido \nDespacito'
3,"That's What I Like",Bruno Mars,2017,b"Hey hey hey\nI got a condo in Manhattan\nBaby girl what's  hatnin'?\nYou and your ass invited\nSo gon' and get to clappin'\nSo pop it for a player\nPop pop it for me\nTurn around and drop it for a player\nDrop drop it for me\nI'll rent a beach house in Miami \nWake up with no jammies \nLobster tail for dinner\nJulio serve that scampi \nYou got it if you want it\nGot got it if you want it\nSaid you got it if you want it\nTake my wallet if you want it now\nJump in the Cadillac girl let's put some miles on it\nAnything you want just to put a smile on it\nYou deserve it baby you deserve it all\nAnd I'm gonna give it to you\nGold jewelry shining so bright\nStrawberry champagne on ice\nLucky for you that's what I like that's what I like\nLucky for you that's what I like that's what I like\nSex by the fire at night\nSilk sheets and diamonds all white\nLucky for you that's what I like that's what I like\nLucky for you that's what I like that's what I like\nI'm talkin' trips to Puerto Rico\nSay the word and we go \nYou can be my freaka \nGirl I'll be a fleeko mamacita\nI will never make a promise that I can't keep\nI promise that your smile ain't gon' never leave\nShopping sprees in Paris\nEverything 24 karats\nTake a look in that mirror\nNow tell me who's the fairest\nIs it you?  Is it me? \nSay it's us  and I'll agree baby\nJump in the Cadillac girl let's put some miles on it\nAnything you want just to put a smile on it\nYou deserve it baby you deserve it all\nAnd I'm gonna give it to you\nGold jewelry shining so bright\nStrawberry champagne on ice\nLucky for you that's what I like that's what I like\nLucky for you that's what I like that's what I like\nSex by the fire at night\nSilk sheets and diamonds all white\nLucky for you that's what I like that's what I like\nLucky for you that's what I like that's what I like\nIf you say you want a good time\nWell here I am baby here I am baby\nTalk to me talk to me talk to me\nTell me what's on your mind \nIf you want it girl come and get it\nAll this is here for you\nTell me baby tell me tell me baby\nWhat you tryna do\nGold jewelry shining so bright\nStrawberry champagne on ice\nLucky for you that's what I like that's what I like\nLucky for you that's what I like that's what I like\nSex by the fire at night\nSilk sheets and diamonds all white\nLucky for you that's what I like that's what I like\nLucky for you that's what I like that's what I like"
4,"Humble",Kendrick Lamar,2017,b"Nobody pray for me\nIt's been that day for me\nWaaaaay \nAyy I remember syrup sandwiches and crime allowances\nFinesse a nigga with some counterfeits but now I\xe2\x80\x99m countin' this\nParmesan where my accountant lives in fact I'm downin\xe2\x80\x99 this\nD'USS\xc3\x89 with my boo bae tastes like Kool-Aid for the analysts\nGirl I can buy yo' ass the world with my paystub\nOoh that pussy good won't you sit it on my taste bloods?\nI get way too petty once you let me do the extras\nPull up on your block then break it down: we playin' Tetris\nA.M. to the P.M. P.M. to the A.M. funk\nPiss out your per diem you just gotta hate 'em funk\nIf I quit your BM I still ride Mercedes funk\nIf I quit this season I still be the greatest funk\nMy left stroke just went viral\nRight stroke put lil' baby in a spiral\nSoprano C we like to keep it on a high note\nIt's levels to it you and I know\nBitch be humble \nSit down \nBe humble \nSit down \nBe humble \nBitch sit down \nBe humble \nSit down \nBe humble \nSit down \nBe humble \nSit down \nBe humble \nBitch sit down \nBe humble \nSit down \nWho dat nigga thinkin' that he frontin' on Man-Man? \nGet the fuck off my stage I'm the Sandman \nGet the fuck off my dick that ain't right\nI make a play fucking up your whole life\nI'm so fuckin' sick and tired of the Photoshop\nShow me somethin' natural like afro on Richard Pryor\nShow me somethin' natural like ass with some stretch marks\nStill will take you down right on your mama's couch in Polo socks\nAyy this shit way too crazy ayy you do not amaze me ayy\nI blew cool from AC ayy Obama just paged me ayy\nI don't fabricate it ayy most of y'all be fakin' ayy\nI stay modest 'bout it ayy she elaborate it ayy\nThis that Grey Poupon that Evian that TED Talk ayy\nWatch my soul speak you let the meds talk ayy\nIf I kill a nigga it won't be the alcohol ayy\nI'm the realest nigga after all\nBitch be humble \nSit down \nBe humble \nSit down \nBe humble \nBitch sit down \nBe humble \nSit down \nBe humble \nSit down \nBe humble \nSit down \nBe humble \nBitch sit down \nBe humble \nSit down "
5,"Something Just Like This",The Chainsmokers,2017,b"I've been reading books of old\nThe legends and the myths\nAchilles and his gold\nHercules and his gifts\nSpiderman's control\nAnd Batman with his fists\nAnd clearly I don't see myself upon that list\nBut she said where'd you wanna go?\nHow much you wanna risk?\nI'm not looking for somebody\nWith some superhuman gifts\nSome superhero\nSome fairytale bliss\nJust something I can turn to\nSomebody I can kiss\nI want something just like this\nDoo-doo-doo doo-doo-doo\nDoo-doo-doo doo-doo\nDoo-doo-doo doo-doo-doo\nOh I want something just like this\nDoo-doo-doo doo-doo-doo\nDoo-doo-doo doo-doo\nDoo-doo-doo doo-doo-doo\nOh I want something just like this\nI want something just like this\nI've been reading books of old\nThe legends and the myths\nThe testaments they told\nThe moon and its eclipse\nAnd Superman unrolls\nA suit before he lifts\nBut I'm not the kind of person that it fits\nShe said where'd you wanna go?\nHow much you wanna risk?\nI'm not looking for somebody\nWith some superhuman gifts\nSome superhero\nSome fairytale bliss\nJust something I can turn to\nSomebody I can miss\nI want something just like this\nI want something just like this\nOh I want something just like this\nDoo-doo-doo doo-doo-doo\nDoo-doo-doo doo-doo\nDoo-doo-doo doo-doo-doo\nOh I want something just like this\nDoo-doo-doo doo-doo-doo\nDoo-doo-doo doo-doo\nDoo-doo-doo doo-doo-doo\nWhere'd you wanna go?\nHow much you wanna risk?\nI'm not looking for somebody\nWith some superhuman gifts\nSome superhero\nSome fairytale bliss\nJust something I can turn to\nSomebody I can kiss\nI want something just like this\nOh I want something just like this\nOh I want something just like this\nOh I want something just like this"
6,"Bad and Boujee",Migos,2017,b"You know young rich niggas\nYou know so we ain't really never had no old money\nWe got a whole lotta new money though hah\nHey!\nRaindrop  drop top \nSmokin' on cookie in the hotbox \nFuckin' on your bitch she a thot thot \nCookin' up dope in the crockpot \nWe came from nothin' to somethin' nigga \nI don't trust nobody greet the trigger \nCall up the gang and they come and get ya \nCry me a river give you a tissue \nMy bitch is bad and boujee \nCookin' up dope with a Uzi \nMy niggas is savage ruthless \nWe got 30's and hundred rounds too \nMy bitch is bad and boujee \nCookin' up dope with a Uzi \nMy niggas is savage ruthless \nWe got 30's and hundred rounds too \nOffset whoo whoo whoo whoo whoo!\nRackaids on rackaids got back-ends on back-ends\nI'm ridin' around in a coupe \nI take your bih right from you \nBitch I'm a dog roof \nBeat the ho walls loose \nHop in the frog whoo \nI tell that bih to come comfort me \nI swear these niggas is under me \nThey hate and the devil keep jumpin' me \nBankrolls on me keep me company \nAyy we do the most \nYeah pull up in Ghosts \nYeah my diamond's a choker \nHoldin' the fire with no holster \nRick the Ruler diamonds cooler \nThis a Rollie not a Muller \nDabbin' on 'em like the usual \nMagic with the brick do voodoo \nCourtside with a bad bitch \nThen I send the bitch through Uber \nI'm young and rich and plus I'm bougie \nI'm not stupid so I keep the Uzi \nRackaids on rackaids got back-ends on back-ends\nSo my money makin' my back ache \nYou niggas got a low Act rate \nWe from the Nawf yeah dat way \nFat Cookie blunt in the ashtray \nTwo bitches just national smash day \nHop in the Lamb have a drag race \nI let them birds take a bath bae \nRaindrop  drop top \nSmokin' on cookie in the hotbox \nFuckin' on your bitch she a thot thot \nCookin' up dope in the crockpot \nWe came from nothin' to somethin' nigga \nI don't trust nobody greet the trigger \nCall up the gang and they come and get ya \nCry me a river give you a tissue \nMy bitch is bad and boujee \nCookin' up dope with a Uzi \nMy niggas is savage ruthless \nWe got 30's and hundred rounds too \nMy bitch is bad and boujee \nCookin' up dope with a Uzi \nMy niggas is savage ruthless \nWe got 30's and hundred rounds too \nPour a four I'm droppin' muddy outer space\xe2\x80\x94Kid Cudi \nIntroduce me to your bitch as wifey and we know she sluttin'\nBroke a brick down nutted butted now that nigga duckin' \nDon't move too fast I might shoot ya \nDraco bad and boujee \nI'm always hangin' with shooters \nMight be posted somewhere secluded \nStill be playin' with pots and pans call me Quavo Ratatouille \nRun with that sack call me Boobie \nWhen I'm on stage show me boobies \nIce on my neck I'm the coolest \nHop out the suicide with the Uzi \nI pull up I pull up I pull up\nI hop out with all of the drugs and the good luck \nI'm cookin' I'm cookin' I'm whippin'\nI'm whippin' into a rock up let it lock up \nI gave her 10 racks\nI told her go shoppin' and spend it all at the pop up \nThese bitches they fuck and suck dick\nAnd they bustin' for Instagram get your clout up\nUh yeah dat way float on the track like a Segway \nYeah dat way I used to trap by the Subway \nYeah dat way young nigga trap with the AK \nYeah dat way big dyke ho get the door Macy Gray \nRaindrop  drop top \nSmokin' on cookie in the hotbox \nFuckin' on your bitch she a thot thot \nCookin' up dope in the crockpot \nWe came from nothin' to somethin' nigga \nI don't trust nobody greet the trigger \nCall up the gang and they come and get ya \nCry me a river give you a tissue \nMy bitch is bad and boujee \nCookin' up dope with a Uzi \nMy niggas is savage ruthless \nWe got 30's and hundred rounds too \nMy bitch is bad and boujee \nCookin' up dope with a Uzi \nMy niggas is savage ruthless \nWe got 30's and hundred rounds too \nYeah yeah yeah yeah yeah yeah\nMy bitch she bad to the bone\nAyy wait these niggas watchin'\nI swear to God they be my clones\nYeah hey huh\nSwitchin' my hoes like my flows \nSwitchin' my flows like my clothes \nKeep on shootin' that gun don't reload\nOoh ooh now she want fuck with my crew\n'Cause the money come all out the roof\nDrive the 'Rari that bitch got no roof \nWait what kind of 'Rari? 458 \nAll of these niggas they hate \nTry to hide shoot through the gate\nLook go to strip club make it rain\nYeah so much money they use rakes\nCount a hundred thousand in your face \nYeah then put 300 right in the safe\nMet her today yeah\nShe talk to me like she knew me yeah\nGo to sleep in a jacuzzi yeah\nWakin' up right to a two-piece yeah\nCountin' that paper like loose leaf yeah\nGettin' that chicken with blue cheese yeah\nBoy you so fake like my collar you snakin'\nI swear to God that be that Gucci \nAnd you know we winnin' \nYeah we is not losin'\nTry to play your song it ain't move me \nSaw your girl once now she choosin' yeah\nRaindrop  drop top \nSmokin' on cookie in the hotbox \nFuckin' on your bitch she a thot thot \nCookin' up dope in the crockpot \nWe came from nothin' to somethin' nigga \nI don't trust nobody greet the trigger \nCall up the gang and they come and get ya \nCry me a river give you a tissue \nMy bitch is bad and boujee \nCookin' up dope with a Uzi \nMy niggas is savage ruthless \nWe got 30's and hundred rounds too \nMy bitch is bad and boujee \nCookin' up dope with a Uzi \nMy niggas is savage ruthless \nWe got 30's and hundred rounds too "
7,"Closer",The Chainsmokers,2017,b"Hey I was doing just fine before I met you\nI drink too much\nAnd that's an issue but I'm okay\nHey you tell your friends\nIt was nice to meet them\nBut I hope I never see them again\nI know it breaks your heart\nMoved to the city in a broke-down car\nAnd four years no calls\nNow you're lookin' pretty in a hotel bar\nAnd I-I-I can't stop\nNo I-I-I can't stop\nSo baby pull me closer\nIn the backseat of your Rover\nThat I know you can't afford\nBite that tattoo on your shoulder\nPull the sheets right off the corner\nOf the mattress that you stole\nFrom your roommate back in Boulder\nWe ain't ever getting older\nWe ain't ever getting older\nWe ain't ever getting older\nYou look as good as the day I met you\nI forget just why I left you I was insane\nStay and play that Blink-182 song\nThat we beat to death in Tucson okay\nI know it breaks your heart\nMoved to the city in a broke-down car\nAnd four years no call\nNow I'm lookin' pretty in a hotel bar\nAnd I-I-I can't stop\nNo I-I-I can't stop\nSo baby pull me closer\nIn the backseat of your Rover\nThat I know you can't afford\nBite that tattoo on your shoulder\nPull the sheets right off the corner\nOf the mattress that you stole\nFrom your roommate back in Boulder\nWe ain't ever getting older\nWe ain't ever getting older\nWe ain't ever getting older\nSo baby pull me closer\nIn the backseat of your Rover\nThat I know you can't afford\nBite that tattoo on your shoulder\nPull the sheets right off the corner\nOf the mattress that you stole\nFrom your roommate back in Boulder\nWe ain't ever getting older\nWe ain't ever getting older\nWe ain't ever getting older\nWe ain't ever getting older\nWe ain't ever getting older"
8,"Body Like a Back Road",Sam Hunt,2017,b"Got a girl from the south side got braids in her hair\nFirst time I seen her walk by man I 'bout fell up out my chair\nHad to get her number it took me like six weeks\nNow me and her go way back like Cadillac seats\nBody like a back road drivin' with my eyes closed\nI know every curve like the back of my hand\nDoin' 15 in a 30 I ain't in no hurry\nI'ma take it slow just as fast as I can\nThe way she fit in them blue jeans she don't need no belt\nBut I can turn them inside out I don't need no help\nGot hips like honey so thick and so sweet man\nIt ain't no curves like hers on them downtown streets\nBody like a back road drivin' with my eyes closed\nI know every curve like the back of my hand\nDoin' 15 in a 30 I ain't in no hurry\nI'ma take it slow just as fast as I can\nWe're out here in the boondocks\nWith the breeze and the birds\nTangled up in the tall grass\nWith my lips on hers\nOn a highway to heaven\nHeaded south of her smile mmm\nGet there when we get there\nEvery inch is a mile\nBody like a back road drivin' with my eyes closed\nI know every curve like the back of my hand\nDoin' 15 in a 30 I ain't in no hurry\nI'ma take it slow just as fast as I can\nI'ma take it slow\nJust as fast as I can\nBody like a back road\nDrivin' with my eyes closed\nI know every curve like the back of my hand\nGot braids in her hair"
9,"Believer",Imagine Dragons,2017,b"First things first\nI'ma say all the words inside my head\nI'm fired up and tired of the way that things have been oh-ooh\nThe way that things have been oh-ooh\nSecond thing second\nDon't you tell me what you think that I could be\nI'm the one at the sail I'm the master of my sea oh-ooh\nThe master of my sea oh-ooh\nI was broken from a young age\nTaking my sulkin' to the masses\nWriting my poems for the few\nThat look at me took to me shook at me feelin' me\nSinging from heartache from the pain\nTaking my message from the veins\nSpeaking my lesson from the brain\nSeeing the beauty through the...\nPain! You made me a you made me a believer believer\nPain! You break me down and build me up believer believer\nPain! Oh let the bullets fly oh let them rain\nMy life my love my drive it came from...\nPain! You made me a you made me a believer believer\nThird things third\nSend a prayer to the ones up above\nAll the hate that you've heard has turned your spirit to a dove oh-ooh\nYour spirit up above oh-ooh\nI was chokin' in the crowd\nBuilding my rain up in the cloud\nFalling like ashes to the ground\nHoping my feelings they would drown\nBut they never did ever lived ebbin' and flowin'\nInhibited limited 'til it broke open and rained down\nIt rained down like...\nPain! You made me a you made me a believer believer\nPain! You break me down and build me up believer believer\nPain! Oh let the bullets fly oh let them rain\nMy life my love my drive it came from...\nPain! You made me a you made me a believer believer\nLast things last\nBy the grace of the fire and the flames\nYou're the face of the future the blood in my veins oh-ooh\nThe blood in my veins oh-ooh\nBut they never did ever lived ebbin' and flowin'\nInhibited limited 'til it broke open and rained down\nIt rained down like...\nPain! You made me a you made me a believer believer\nPain! You break me down and build me up believer believer\nPain! Oh let the bullets fly oh let them rain\nMy life my love my drive it came from...\nPain! You made me a you made me a believer believer"
10,"Congratulations",Post Malone,2017,b'Mm-mmm\nYah yah\nMm-mmm\nYah \nMy momma called seen you on TV son\nSaid shit done changed ever since we was on\nI dreamed it all ever since I was young\nThey said I wouldn\'t be nothing\nNow they always say "Congratulations" \nWorked so hard forgot how to vacation \nThey ain\'t never had the dedication \nPeople hatin\' say we changed and look we made it \nYeah we made it \nThey was never friendly yeah\nNow I\'m jumping out the Bentley yeah\nAnd I know I sound dramatic yeah\nBut I know I had to have it yeah\nFor the money I\'m a savage yeah\nI be itching like a addict yeah\nI\'m surrounded twenty bad bitches yeah\nBut they didn\'t know me last year yeah\nEveryone wanna act like they important \nBut all that mean nothing when I saw my dough yuh \nEveryone countin\' on me drop the ball yuh \nEverything custom like I\'m at the border yah yah\nIf you fuck with winning put your lighters to the sky\nHow could I make cents when I got millions on my mind?\nComing with that bullshit I just put it to the side\nBalling since a baby they could see it in my eyes\nMy momma called seen you on TV son\nSaid shit done changed ever since we was on\nI dreamed it all ever since I was young\nThey said I wouldn\'t be nothing\nNow they always say "Congratulations" \nWorked so hard forgot how to vacation \nThey ain\'t never had the dedication \nPeople hatin\' say we changed and look we made it \nYeah we made it \nI was patient \nUh I was patient \nNow I can scream that we made it \nNow everywhere everywhere I go they say \'gratulation \nYoung nigga young nigga graduation \nI pick up the rock and I ball baby \nI\'m looking for someone to call baby \nBut right now I got a situation \nNever old Ben-Ben Franklins \nBig rings champagne \nMy life is like a ball game \nBut instead I\'m in the trap though \nPot so big call it Super Bowl \nSuper Bowl call the hoes \nGet in the Rolls \nTop-floor lifestyle \nHuncho and Post  Malone \nI gotta play on my phone \nYou know what I\'m on \nHuncho Houdini is gone \nMy momma called seen you on TV son\nSaid shit done changed ever since we was on\nI dreamed it all ever since I was young\nThey said I wouldn\'t be nothing\nNow they always say "Congratulations" \nWorked so hard forgot how to vacation \nThey ain\'t never had the dedication \nPeople hatin\' say we changed and look we made it \nYeah we made it \nHey hey hey hey\nHey hey hey hey\nHey hey hey hey\nHey hey hey hey'
