Rank,Song,Artist,Year,Lyrics
1,Joy to the World,Three Dog Night,1971,"b""Jeremiah was a bullfrog\nWas a good friend of mine\nI never understood a single word he said\nBut I helped him a-drink his wine\nAnd he always had some mighty fine wine\nSingin'\nJoy to the world\nAll the boys and girls now\nJoy to the fishes in the deep blue sea\nJoy to you and me\nIf I were the king of the world\nTell you what I'd do\nI'd throw away the cars and the bars and the wars\nMake sweet love to you\nSing it now\n to the world\n the boys and girls\nJoy to the fishes in the deep blue sea\nYou know I love the ladies\nLove to have my fun\nI'm a high night flier and a rainbow rider \nAnd a straight-shooting son of a gun \nI said a straight shootin' \n now\nAhhhh yeah!\n yeah YEAH!\n Yowwwww\nYou know I mean to\n Yeah! Yeah!\nYou know I mean to\n You know I mean to\n Yeah yeah\n Wahhh yeah\n Let me tell ya 'bout it"""
2,"Maggie May/""Reason to Believe""",Rod Stewart,1971,b'If I listened long enough to you I d find a way to believe that it s all true Knowing that you lied straight faced while I cried Still I look to find a reason to believe Someone like you makes it hard to live without Somebody else Someone like you makes it easy to give Never think about myself If I gave you time to change my mind I d find a way just to leave the past behind Knowing that you lied straight faced while I cried Still I look to find a reason to believe If I listened long enough to you I d find a way to believe that it s all true Knowing that you lied straight faced while I cried Still I look to find a reason to believe Someone like you makes it hard to live without Somebody else Someone like you makes it easy to give Never think about myself Someone like you makes it hard to live without Somebody else Someone like you makes it easy to give Never think about myself Someone like you makes it hard to live without Somebody else Someone like you makes it easy to give Never think about myself Someone like you makes it hard to live without Somebody else'
3,"It's Too Late/""I Feel the Earth Move""",Carole King,1971,b'I feel the earth move under my feet I feel the sky tumbling down I feel my heart start to trembling Whenever you re around Ooh baby when I see your face Mellow as the month of May Oh darling I can t stand it When you look at me that way I feel the earth move under my feet I feel the sky tumbling down I feel my heart start to trembling Whenever you re around Ooo darling when you re near me And you tenderly call my name I know that my emotions Are something I just can t tame I ve just got to have you baby uh huh huh uh huh huh yeah I feel the earth move under my feet I feel the sky tumbling down a tumbling down I feel the earth move under my feet I feel the sky tumbling down a tumbling down I just lose control Down to my very soul I get hot and cold all over all over all over all over I feel the earth move under my feet I feel the sky tumbling down a tumbling down I feel the earth move under my feet I feel the sky tumbling down a tumbling down A tumbling down a tumbling down a tumbling down a tumbling down tumbling down '
4,One Bad Apple,The Osmonds,1971,"b""I can tell you've been hurt\nBy that look on your face girl\nSome guy brought sad\nInto your happy world\nYou need love\nBut you're afraid that if you give in\nSomeone else will come along\nAnd sock it to you again\nOne bad apple don't spoil the whole bunch girl\nOh give it one more try\nBefore you give up on love\nOne bad apple don't spoil the whole bunch girl\nOh I don't care what they say\nI don't care what you heard\nI could make you happy baby\nSatisfy you too\nBut how can I\nIf you won't give me a chance to prove my love to you?\nWon't you just give me one chance?\nI'll give you my guarantee That you won't be hurt again\nOne bad apple don't spoil the whole bunch girl\nOh give it one more try\nBefore you give up on love\nOne bad apple don't spoil the whole bunch girl\nOh I don't care what they say\nI don't care what you heard now\nI've been noticing you baby\nFor a long long time\nAnd I'm not ashamed to tell the world\nThat you really messed up my mind\nGirl to me you're like a dream come true\nI'd rather hurt myself\nThan to ever hurt you\nOne bad apple don't spoil the whole bunch girl\nOh give it one more try\nBefore you give up on love girl\nOne bad apple don't spoil the whole bunch girl\nOh I don't care what they say\nI don't care what you heard now\nOne bad apple don't spoil the whole bunch girl"""
5,How Can You Mend a Broken Heart,Bee Gees,1971,b'I can think of younger days when living for my life\nWas everything a man could want to do\nI could never see tomorrow\nBut I was never told about the sorrows\nAnd how can you mend a broken heart?\nHow can you stop the rain from falling down?\nHow can you stop the sun from shining?\nWhat makes the world go round?\nHow can you mend this broken man?\nHow can a loser ever win?\nPlease help me mend my broken heart and let me live again\nI can still feel the breeze that rustles through the trees\nAnd misty memories of days gone by\nWe could never see tomorrow\nNo one said a word about the sorrow\nAnd how can you mend a broken heart?\nHow can you stop the rain from falling down?\nHow can you stop the sun from shining?\nWhat makes the world go round?\nAnd how can you mend this broken man?\nHow can a loser ever win?\nPlease help me mend my broken heart and let me live again\nLa la la la la la la la la la\nLa la la la la la la la la la\nPlease help me mend my broken heart and let me live again\nDa da da da\nDa da da da da da da da da da'
6,Indian Reservation (The Lament of the Cherokee Reservation Indian),Paul Revere,1971,"b""They took the whole Cherokee nation\nPut us on this reservation\nTook away our ways of life\nThe tomahawk and the bow and knife\nTook away our native tongue\nAnd taught their English to our young\nAnd all the things we made by hand\nAre nowadays made in Japan\nCherokee people Cherokee tribe\nSo proud to live so proud to die\nThey took the whole Indian nation\nLocked us on this reservation\nThough I wear a shirt and tie\nI'm still a redman deep inside\nCherokee people Cherokee tribe\nSo proud to live so proud to die\nBut maybe someday when they learn\nCherokee nation will return will return will return will return will return"""
7,Go Away Little Girl,Donny Osmond,1971,"b""Go away little girl\nGo away little girl\nI'm not supposed to be alone with you\nI know that your lips are sweet\nBut our lips must never meet\nI'm dating somebody else\nI must be true\nOh go away little girl\nGo away little girl\nIt's hurting me more each minute that we delay\nWhen you're near me like this\nYou're much too hard to resist\nSo go away little girl\nBefore I beg you to stay\nGo away little girl\nGo away little girl\nIt hurts me more the more that we delay\nWhen you're near me like this\nYou're much too hard to resist\nSo go away little girl\nLet's call it a day little girl\nPlease go away little girl\nBefore I beg you to stay"""
8,Take Me Home Country Roads,John Denver,1971,"b""Almost heaven West Virginia\nBlue Ridge Mountains Shenandoah River\nLife is old there older than the trees\nYounger than the mountains growing like a breeze\nCountry roads take me home\nTo the place I belong\nWest Virginia mountain mamma\nTake me home country roads\nAll my memories gather 'round her\nMiner's lady stranger to blue water\nDark and dusty painted on the sky\nMisty taste of moonshine teardrops in my eyes\nCountry roads take me home\nTo the place I belong\nWest Virginia mountain mamma\nTake me home country roads\nI hear her voice in the morning hour she calls me\nThe radio reminds me of my home far away\nDriving down the road I get a feeling\nThat I should have been home yesterday yesterday\nCountry roads take me home\nTo the place I belong\nWest Virginia mountain mamma\nTake me home country roads\nCountry roads take me home\nTo the place I belong\nWest Virginia mountain mamma\nTake me home country roads\nTake me home  country roads\nTake me home  country roads"""
9,Just My Imagination (Running Away with Me),The Temptations,1971,"b""Each day through my window I watch her as she passes by\nI say to myself you're such a lucky guy\nTo have a girl like her is truly a dream come true\nOut of all the fellows in the world she belongs to me\nBut it was Just my imagination runnin' away with me\nIt was just my imagination runnin' away with me\nSoon we'll be married and raise a family \nA cozy little home out in the country with two children maybe three\nI tell you I can visualize it all\nThis couldn't be a dream for too real it all seems\nBut it was just my imagination once again runnin' away with me\nTell you it was just my imagination runnin' away with me\nEv'ry night on my knees I pray Dear Lord hear my plea\nDon't ever let another take her love from me or I would surely die\nHer love is heavenly when her arms enfold me\nI hear a tender rhapsody; but in reality she doesn't even know me\nJust my imagination once again runnin' away with me\nTell you it was just my imagination runnin' away with me\nNo no no no no no no I can't forget her\nJust my imagination once again runnin' away with me\nJust my imagination runnin' away with me"""
10,Knock Three Times,Tony Orlando,1971,"b""Hey girl what ya doing down there\nDancin' alone every night\nWhile I live right above you\nI can hear your music playing\nI can feel your body swaying\nOne floor below me\nYou don't even know me\nI love you\nOh my darling\nKnock three times on the ceiling if you want me\nTwice on the pipe if the answer is no\nOh my sweetness\nMeans you'll meet me in the hallway\nTwice on the pipe means you ain't gonna show\nIf you look out your window tonight\nPull in the string with the note\nThat's attached to my heart\nRead how many times I saw you\nHow in my silence I adored you\nOnly in my dreams did\nThat wall between us come apart\nOh my darling\nI can hear your music playing\nI can feel your body swaying\nOne floor below me you don't even know me\nI love you\nOh my darling"""
