Rank,Song,Artist,Year,Lyrics
1,The Way We Were,Barbra Streisand,1974,"b""Hmmmmm hmmmmm\nHmm hmm hmmmmmm hmmm hmmm hmm hmm\nHmm hmm hmmmm hmmmm hmmmmm hmm\nHmm hmm hmm hmm hmmmmmm\nHmm hmm\nMemories\nLight the corners of my mind\nMisty water-colored memories\nOf the way we were\nScattered pictures\nOf the smiles we left behind\nSmiles we gave to one another\nFor the way we were\nCan it be that\nIt was all so simple then?\nOr has time re-written every line?\nIf we had the chance to do it all again\nTell me would we?\nCould we?\nMemories\nMay be beautiful and yet\nWhat's too painful to remember\nWe simply choose to forget\nSo it's the laughter\nWe will remember\nWhenever we remember\nThe way we were\nThe way we were\nHmmmmm hmmmmm\nHmm hmm hmmmmmm hmmm hmmm hmm hmm\nHmmm hmmm hmmmmm hmmmmm hmmmmmmmmmmm"""
2,Seasons in the Sun,Terry Jacks,1974,"b""Goodbye to you my trusted friend\nWe've known each other since we're nine or ten\nTogether we've climbed hills or trees\nLearned of love and ABCs\nSkinned our hearts and skinned our knees\nGoodbye my friend it's hard to die\nWhen all the birds are singing in the sky\nNow that the Spring is in the air\nPretty girls are everywhere\nThink of me and I'll be there\nWe had joy we had fun\nWe had seasons in the sun\nBut the hills that we climbed\nWere just seasons out of time\nGoodbye Papa please pray for me\nI was the black sheep of the family\nYou tried to teach me right from wrong\nToo much wine and too much song\nWonder how I got along\nGoodbye Papa it's hard to die\nWhen all the birds are singing in the sky\nNow that the Spring is in the air\nLittle children everywhere\nWhen you see them I'll be there\nWe had joy we had fun\nWe had seasons in the sun\nBut the wine and the song\nLike the seasons have all gone. x 2\nGoodbye Michelle my little one\nYou gave me love and helped me find the sun\nEvery time that I was down\nYou would always come around\nAnd get my feet back on the ground\nGoodbye Michelle it's hard to die\nWhen all the birds are singing in the sky\nNow that the Spring is in the air\nWith the flowers everywhere\nI wish that we could both be there\nWe had joy we had fun\nWe had seasons in the sun\nBut the stars we could reach\nWere just starfish on the beach. x 2\nWe had joy we had fun\nWe had seasons in the sun\nBut the wine and the song\nLike the seasons have all gone\nAll our lives we had fun\nWe had seasons in the sun\nBut the hills that we climbed\nWere just seasons out of time"""
3,Love's Theme,Love Unlimited Orchestra,1974,b''
4,Come and Get Your Love,Redbone,1974,"b""Hail  what's the matter with your head yeah\nHail  what's the matter with your mind\nAnd your sign an-a oh-oh-oh\nHail  nothin' the matter with your head\nBaby find it come on and find it\nHail with it baby 'cause you're fine\nAnd you're mine and you look so divine\nCome and get your love\nCome and get your love\nCome and get your love\nCome and get your love\nHail  what's the matter with you feel right\nDon't you feel right baby\nHail oh yeah get it from the main vine all right\nI said-a find it find it go on and love it if you like it yeah\nHail  it's your business if you want some take some\nGet it together baby\nCome and get your love\nCome and get your love\nCome and get your love\nCome and get your love\nCome and get your love come and get your love\nCome and get your love now\nCome and get your love come and get your love\nCome and get your love now\nCome and get your love come and get your love\nCome and get your love now\nCome and get your love come and get your love\nCome and get your love now\nCome and get your love\nCome and get your love\nCome and get your love\nCome and get your love\nHail  what's the matter with you feel right\nDon't you feel right baby\nHail oh yeah get it from the main vine all right\nLa la la la la la la la la la\nCome and get your love\nLa la la la la la la la la woohoo\nCome and get your love\nLa la la la la la la la la la\nCome and get your love\nLa na na na na na da boom\nCome and get your love\nLa da boom boom boom ta daba boom boom\nCome and get your love\nLa la la la la la"""
5,Dancing Machine,The Jackson 5,1974,"b""J5:\nDancing dancing dancing\nTito: She's a dancing.. J5: machine\nMicheal:\nAh babe\nMove it baby\nMicheal:\nAutomaticSystematic\nFull of color self contained\nTuned and channeled to your vibes\nCaptivating stimulating\nShe's such a sexy lady\nFilled with space age design\nJermaine:\nShe's moving\nShe's groovingdancing until the music stops now\nYea\nMicheal:\nRythmaticacrobatic\nShe's a dynamite attraction\nAt the drop of a coin she comes alive\nYeah\nShe knows what she's doing\nShe's super bad now\nShe's geared to really blow your mind\n-Micheal jackson\nJ5:Dancing dancing dancing\nTito:She's a dancing.. J5:machine\nMicheal:\nAh babe\nDo it baby\nJ5:\nDancing dancing dancing\nTito:She's a dancing.. j5:machine\nMicheal:\nAh babe\nMove it baby\nJ5:\nShe's a dance dance dance dance dancing machine\nWatch her get down watch her get down\nAs she do do do her thing\nRight on the scene x2\nMicheal:\nCome on babe\nCome on babe\nBabe\nBabe\nShake it baby\nShake it babe\nBabe\nBabe\nBabe\nDance\nDance\nDance\nDance\nMicheal:\nI like it\nI like\nI love you\nLove ya\nJ5:x8\nJ5: She's a dance dance dance dance dancing machine\nWatch her get down watch her get down\nAs she do do do her thing\nRight on the scene x2"""
6,The Loco-Motion,Grand Funk Railroad,1974,"b""Everybody's doin' a brand new dance now\nI know you'll get to like it if you give it a chance now\nMy little baby sister can do it with ease\nIt's easier than learnin' your ABCs\nSo come on come on and do the Loco-Motion with me\nYou've got to swing your hips now\nCome on\nJump up\nJump back\nOh well I think you've got the knack\nWoah woah\nNow that you can do it well let's make a chain now\nA chuga-chuga motion like a railroad train now\nDo it nice and easy now and don't lose control\nA little bit of rhythm and a lot of soul\nSo come on come on and do the Loco-Motion with me\nWoah woah\nMove around the floor in a loco-motion\nDo it holdin' hands if'n you get the notion\nThere's never been a dance that's so easy to do\nIt even makes you happy when you're feelin' blue\nSo come on come on and do the Loco-Motion with me\nSo come on come on and do the Loco-Motion with me\nSo come on come on and do the Loco-Motion with me"""
7,TSOP (The Sound of Philadelphia),MFSB,1974,"b""Let's get it on it's time to get down\nLet's get it on it's time to get down\nLet's get it on it's time to get down\nLet's get it on it's time to get down"""
8,The Streak,Ray Stevens,1974,"b':\nHello everybody this is your action news reporter with all the news\nThat is news across the nation on the scene at the supermarket. There\nSeems to have been some disturbance here. Pardon me sir did you see\nWhat happened?\n:\nYeah I did. I\'s standin\' overe there by the tomaters and here he\nCome running through the pole beans through the fruits and vegetables\nNekkid as a jay bird. And I hollered over to Ethel I said ""Don\'t\nLook Ethel!"" But it\'s too late she\'d already been incensed\nHere he comes look at that look at that\nThere he goes look at that look at that\nAnd he ain\'t wearin\' no clothes\nOh yes they call him the Streak\nLook at that look at that\nFastest thing on two feet\nLook at that look at that\nHe\'s just as proud as he can be\nOf his anatomy\nHe goin\' give us a peek\nOh yes they call him the Streak\nLook at that look at that\nHe likes to show off his physique\nLook at that look at that\nIf there\'s an audience to be found\nHe\'ll be streakin\' around\nInvitin\' public critique\n:\nThis is your action news reporter once again and we\'re here at the gas\nStation. Pardon me sir did you see what happened?\n:\nYeah I did. I\'s just in here gettin my tires checked he just appeared\nOut of the traffic. Come streakin\' around the grease rack there didn\'t\nHave nothin\' on but a smile. I looked in there and Ethel was gettin\'\nHer a cold drink. I hollered ""Don\'t look Ethel!"" But it was too\nLate. She\'d already been mooned. Flashed her right there in front of\nThe shock absorbers\nHe ain\'t crude look at that look at that\nHe ain\'t lewd look at that look at that\nHe\'s just in the mood to run in the nude\nOh yes they call him the Streak\nLook at that look at that\nHe likes to turn the other cheek\nLook at that look at that\nHe\'s always makin\' the news\nWearin\' just his tennis shoes\nGuess you could call him unique\n:\nOnce again your action news reporter in the booth at the gym covering\nThe disturbance at the basketball playoff. Pardon me sir did you see\nWhat happened?\n:\nYeah I did. Half time I\'s just goin\' down thar to get Ethel a snow\nCone. And here he come right out of the cheap seats dribbling right\nDown the middle of the court. Didn\'t have on nothing but his PF\'s\nMade a hook shot and got out through the concessions stand. I hollered up\nAt Ethel I said ""Don\'t look Ethel!"" But it was too late. She\'d\nAlready got a free shot. Grandstandin\' right there in front of the\nHome team\n :\nOh yes they call him the Streak Here he comes again\nLook at that look at that Who\'s that with him?\nThe fastest thing on two feet Ethel? Is that you Ethel?\nLook at that look at that What do you think you\'re\nHe\'s just as proud as he can be doin\'? You git your\nOf his anatomy clothes on!\nHe\'s gonna give us a peek\nOh yes they call him the Streak Ethel! Where you goin\'?\nLook at that look at that Ethel you shameless\nHe likes to show off his physique hussy! Say it isn\'t so\nLook at that look at that Ethel! Ethelllllll!!!\nIf there\'s an audience to be found\nHe\'ll be streakin\' around\nInvitin\' public critique'"
9,Bennie and the Jets,Elton John,1974,"b""Hey kids shake it loose together\nThe spotlight's hitting something\nThat's been known to change the weather\nWe'll kill the fatted calf tonight\nSo stick around\nYou're gonna hear electric music\nSolid walls of sound\nSay Candy and Ronnie have you seen them yet?\nOoh but they're so spaced out\nB-B-B-Bennie and the Jets\nOh but they're weird and they're wonderful\nOh Bennie she's really keen\nShe's got electric boots\nA mohair suit\nYou know I read it in a magazine\nB-B-B-Bennie and the Jets\nHey kids plug into the faithless\nMaybe they're blinded\nBut Bennie makes them ageless\nWe shall survive let us take ourselves along\nWhere we fight our parents out in the streets\nTo find who's right and who's wrong\nSay Candy and Ronnie have you seen them yet?\nOoh but they're so spaced out\nB-B-B-Bennie and the Jets\nOh but they're weird and they're wonderful\nOh Bennie she's really keen\nShe's got electric boots\nA mohair suit\nYou know I read it in a magazine\nB-B-B-Bennie and the Jets\nOh Candy and Ronnie have you seen them yet?\nOoh but they're so spaced out\nB-B-B-B-B-Bennie and the Jets\nOh but they're weird and they're wonderful\nOh Bennie she's really keen\nShe's got electric boots\nA mohair suit\nYou know I read it in a magazine\nB-B-B-Bennie and the Jets\nBennie Bennie and the Jets\nBennie Bennie Bennie Bennie and the Jets\nBennie Bennie Bennie Bennie Bennie and the Jets\nBennie Bennie Bennie Bennie and the Jets\nBennie Bennie Bennie Bennie Bennie Bennie Bennie Bennie and the Jets the Jets the Jets\nBennie Bennie Bennie Bennie Bennie Bennie Bennie Bennie Bennie Bennie Bennie and the Jets"""
10,One Hell of a Woman,Mac Davis,1974,"b""Oh Lord it's hard to be humble\nWhen you're perfect in every way\nI can't wait to look in the mirror\nCause I get better loking each day\nTo know me is to love me\nI must be a hell of a man\nOh Lord it's hard to be humble\nBut I'm doing the best that I can\nI used to have a girlfriend\nBut she just couldn't compete\nWith all of these love starved women\nWho keep clamoring at my feet\nWell I prob'ly could find me another\nBut I guess they're all in awe of me\nWho cares I never get lonesome\nCause I treasure my own company\nOh Lord it's hard to be humble\nWhen you're perfect in every way\nI can't wait to look in the mirror\nCause I get better looking each day\nTo know me is to love me\nI must be a hell of a man\nOh Lord it's hard to be humble\nBut I'm doing the best that I can\nI guess you could say I'm a loner\nA cowboy outlaw tough and proud\nI could have lots of friends if I want to\nBut then I wouldn't stand out from the crowd\nSome folks say that I'm egotistical\nHell I don't even know what that means\nI guess it has something to do with the way that I\nFill out my skin tight blue jeans\nOh Lord it's hard to be humble\nWhen you're perfect in every way\nI can't wait to look in the mirror\nCause I get better looking each day\nTo know me is to love me\nI must be a hell of a man\nOh Lord it's hard to be humble\nBut I'm doing the best that I can\nWe're doing the best that we can"""
