Rank,Song,Artist,Year,Lyrics
1,"In Da Club",50 Cent,2003,b' Go go go go go go Go Shorty it s your birthday We gonna party like it s your birthday And we gonna sip Bacardi like it s your birthday And you know we don t give a fuck it s not your birthday You can find me in the club bottle full of bub Look mami I got the X if you into takin drugs I m into havin sex I ain t into makin love So come give me a hug if you into gettin rubbed You can find me in the club bottle full of bub Look mami I got the X if you into takin drugs I m into havin sex I ain t into makin love So come give me a hug if you into gettin rubbed When I pull up out front you see the Benz on dubs When I roll twenty deep it s twenty knives in the club Niggas heard I fuck with Dre now they wanna show me love When you sell like Eminem and the hoes they wanna fuck Look homie ain t nothin changed hoes down G s up I see Xzibit in the cut hey nigga roll that weed up If you watch how I move you ll mistake me for a player or pimp Been hit with a few shells but I don t walk with a limp In the hood in L A they sayin 50 you hot They like me I want em to love me like they love Pac But holla in New York the niggas ll tell you I m loco And the plan is to put the rap game in a chokehold I m fully focused man my money on my mind Got a mil out the deal and I m still on the grind Now Shorty said she feelin my style she feelin my flow Her girlfriend willin to get bi and they ready to go You can find me in the club bottle full of bub Look mami I got the X if you into takin drugs I m into havin sex I ain t into makin love So come give me a hug if you into gettin rubbed You can find me in the club bottle full of bub Look mami I got the X if you into takin drugs I m into havin sex I ain t into makin love So come give me a hug if you into gettin rubbed My flow my show brought me the dough That bought me all my fancy things My crib my cars my clothes my jewels Look nigga I done came up and I ain t changed And you should love it way more than you hate it Nigga you mad I thought that you d be happy I made it I m that cat by the bar toastin to the good life You the faggot ass nigga tryin to pull me back right When my joint get to pumpin in the club it s on I wink my eye at yo bitch if she smiles she gone If the roof on fire let the motherfucker burn If you talkin about money homie I ain t concerned I ma tell you what Banks told me Cuz go head switch the style up If niggas hate then let them hate and watch the money pile up Or we can go upside your head with a bottle of bub They know where we fuckin be You can find me in the club bottle full of bub Look mami I got the X if you into takin drugs I m into havin sex I ain t into makin love So come give me a hug if you into gettin rubbed You can find me in the club bottle full of bub Look mami I got the X if you into takin drugs I m into havin sex I ain t into makin love So come give me a hug if you into gettin rubbed Don t try to act like you don t know where we be neither nigga We in the club all the time nigga so pop pop off nigga G Unit'
2,"Ignition (Remix)",R. Kelly,2003,b' Now usually I don t do this but uh Go head on and break em off with a lil previews of the remix Now I m not trying to be rude But hey pretty girl I m feelin you The way you do the things you do Reminds me of my Lexus coupe That s why I m all up in your grill Tryin to get you to a hotel You must be a football coach The way you got me playin the field So baby gimme that Toot toot And lemme give you that Beep beep Runnin her hands through my fro Bouncin on twenty fours While they sayin on the radio It s the remix to Ignition Hot and fresh out the kitchen Mama rollin that body Got every man in here wishin Sippin on Coke and rum I m like So what I m drunk It s the freakin weekend Baby I m about to have me some fun Bounce bounce bounce bounce Bounce bounce bounce Bounce bounce bounce C mon Now it s like Murder She Wrote Once I get you out them clothes Privacy is on the door But still they can hear you screamin more Girl I m feelin what you re feelin No more hopin and wishin I m about to take my key and Stick it in the ignition So gimme that Toot toot And lemme give you that Beep beep Runnin her hands through my fro Bouncin on twenty fours While they sayin on the radio It s the remix to Ignition Hot and fresh out the kitchen Mama rollin that body Got every man in here wishin Sippin on Coke and rum I m like So what I m drunk It s the freakin weekend Baby I m about to have me some fun Cristal poppin in the stretch Navigator We got food everywhere as if the party was catered We ve got fellas to my left Honies on my right We bring em both together we got jukin all night Then after the show it s the after party Yeah and after the party it s the hotel lobby Yeah around about four you gotta clear the lobby Then take it to your room and freak somebody Can I get a Toot toot Can I get a Beep beep Runnin her hands through my fro Bouncin on twenty fours While they sayin on the radio It s the remix to Ignition Hot and fresh out the kitchen Mama rollin that body Got every man in here wishin Sippin on Coke and rum I m like So what I m drunk It s the freakin weekend Baby I m about to have me some fun It s the remix to Ignition Hot and fresh out the kitchen Mama rollin that body Got every man in here wishin Sippin on Coke and rum I m like So what I m drunk It s the freakin weekend Baby I m about to have me some fun Girl we off in this Jeep Foggin windows up Blastin the radio In the back of my truck Bouncin up and down Strokin round and round To the remix We just thuggin it out'
3,"Get Busy",Sean Paul,2003,b' Shake dat ting miss Cana Cana Shake dat ting miss Annabella Shake dat ting yow Donna Donna Jodi and Rebecca Woman get busy Jus shake dat booty non stop When da beat drops jus keep swingin it Get jiggy get crunked up Percolate anyting you want to call it Oscillate you hip and don t take pity Me wah fi see you get live pon di riddim when me ryde And me lyrics a provide electricity Gyal nobody cah tell you nuttin Ca you don t know your destiny Yo sexy ladies want par wid us Inna di car wid us dem nah war wid us Inna di club dem wah flex wid us To get next to us dem cah vex wid us From di day me born jah ignite me flame Gyal a call me name and it is me fame It s all good girl turn me on Til a early morn let s get it on Let s get it on til a early morn Girl it s all good jus turn me on Gyal don t sweat it don t get agitate jus gwaan rotate Ca anyting you want you know you must get it From you name a mention don t ease di tension Gyal run di program jus gwaan pet it Now have a good time Gal free up unu mind caw nobody cah dis yo man won t let it Ca you a di number one gal wave yo hand Make dem see yo weddin band Yo sexy ladies want par wid us Inna di car wid us dem nah war wid us Inna di club dem wah flex wid us To get next to us dem cah vex wid us From di day me born jah ignite me flame Gyal a call me name and it is me fame It s all good girl turn me on Til a early morn let s get it on Let s get it on til a early morn Girl it s all good jus turn me on Woman het busy Jus shake dat booty non stop When da beat drops jus keep swingin it Get jiggy get crunked up Percolate anyting you want to call it Oscillate you hip and don t take pity Me wah fi see you get live pon di riddim when me ryde And me lyrics a provide electricity Gyal nobody cah tell you nuttin Ca you don t know your destiny Yo sexy ladies want par wid us Inna di car wid us dem nah war wid us Inna di club dem wah flex wid us To get next to us dem cah vex wid us From di day me born jah ignite me flame Gyal a call me name and it is me fame It s all good girl turn me on Til a early morn let s get it on Let s get it on til a early morn Girl it s all good jus turn me on Yo shake dat ting Miss Kana Kana Shake dat ting yo Annabella Shake dat ting Miss Donna Donna yo Miss Jodi and da one named Rebecca Yo shake dat ting yo Joanna Shake dat ting yo Annabella Shake dat ting Miss Kana Kana Yo sexy ladies want par wid us Inna di car wid us Dem nah war wid us Inna di club dem wah flex wid us To get next to us Dem cah vex wid us From di day me born jah ignite me flame Gyal a call me name and it is me fame It s all good girl turn me on Til a early morn let s get it on Let s get it on til a early morn Girl it s all good jus turn me on Yo sexy ladies want par wid us Inna di car wid us Dem nah war wid us Inna di club dem wah flex wid us To get next to us Dem cah vex wid us From di day me born jah ignite me flame Gyal a call me name and it is me fame It s all good girl turn me on Til a early morn let s get it on Let s get it on til a early morn Girl it s all good jus turn me on Let s get it on til a early morn Girl it s all good just turn me on'
4,"Crazy in Love",Beyoncé,2003,b' Yes So crazy right now Most incredibly it s your girl B It s your boy Young You ready Oh oh oh oh oh oh oh no no Oh oh oh oh oh oh oh no no Oh oh oh oh oh oh oh no no Oh oh oh oh oh oh oh no no History in the making Part two it s so crazy right now I look and stare so deep in your eyes I touch on you more and more every time When you leave I m begging you not to go Call your name two three times in a row Such a funny thing for me to try to explain How I m feeling and my pride is the one to blame Cause I know I don t understand Just how your love can do what no one else can Got me looking so crazy right now Your love s got me looking so crazy right now Got me looking so crazy right now Your touch got me looking so crazy right now Got me hoping you ll page me right now Your kiss got me hoping you ll save me right now Looking so crazy your love s got me looking Got me looking so crazy in love Oh oh oh oh uh oh oh no no Oh oh oh oh uh oh oh no no Oh oh oh oh uh oh oh no no Oh oh oh oh uh oh oh no no When I talk to my friends so quietly Who he think he is Look at what you did to me Tennis shoes don t even need to buy a new dress If you ain t there ain t nobody else to impress It s the way that you know what I thought I knew It s the beat that my heart skips when I m with you But I still don t understand Just how your love can do what no one else can Got me looking so crazy right now Your love s got me looking so crazy right now Got me looking so crazy right now Your touch got me looking so crazy right now Got me hoping you ll page me right now Your kiss got me hoping you ll save me right now Looking so crazy your love s got me looking Got me looking so crazy in love I m looking so crazy your love s got me looking Got me looking so crazy in love I m warmed up now let s go Young Hov y all know when the flow is loco Young B and the R O C uh oh O G Big Homie the one and only Stick bony but the pockets is fat like Tony Soprano The ROC handle like Van Exel I shake phonies man you can t get next to The genuine article I do not sing though I sling though If anything I bling yo A star like Ringo war like a Green Beret Crazy bring ya whole set JAY Z in the Range crazy and deranged They can t figure him out they like Hey is he insane Yes sir I m cut from a different cloth My texture is the best fur chinchilla I ve been iller than chain smokers How you think I got the name Hova I been realer the game s over Fall back Young ever since I made the change over To platinum the game s been a wrap one Got me looking so crazy my baby I m not myself lately I m foolish I don t do this I ve been playing myself baby I don t care Cause your love s got the best of me And baby you re making a fool of me You got me sprung and I don t care who sees Cause baby you got me you got me so crazy baby Hey Got me looking so crazy right now Your love s got me looking so crazy right now Got me looking so crazy right now Your touch got me looking so crazy right now Got me hoping you ll page me right now Your kiss got me hoping you ll save me right now Looking so crazy your love s got me looking Got me looking so crazy in love Got me looking so crazy right now Your love s got me looking so crazy right now Got me looking so crazy right now Your touch got me looking so crazy right now Got me hoping you ll page me right now Your kiss got me hoping you ll save me right now Looking so crazy your love s got me looking Got me looking so crazy in love'
5,"When I'm Gone",3 Doors Down,2003,b' There s another world inside of me that you may never see There s secrets in this life that I can t hide But somewhere in this darkness There s a light that I can t find Well maybe it s too far away yeah Or maybe I m just blind Or maybe I m just blind So hold me when I m here Right me when I m wrong Hold me when I m scared And love me when I m gone Everything I am and everything in me Wants to be the one you wanted me to be I d never let you down Even if I could I d give up everything If only for your good So hold me when I m here Right me when I m wrong You can hold me when I m scared You won t always be there So love me when I m gone Love me when I m gone When your education x ray Cannot see under my skin I won t tell you a damn thing That I could not tell my friends Roaming through this darkness I m alive but I m alone And part of me is fighting this But part of me is gone So hold me when I m here Right me when I m wrong Hold me when I m scared And love me when I m gone Everything I am and everything in me Wants to be the one you wanted me to be I d never let you down Even if I could I d give up everything If only for your good So hold me when I m here Right me when I m wrong You can hold me when I m scared You won t always be there So love me when I m gone Love me when I m gone Or maybe I m just blind So hold me when I m here Right me when I m wrong Hold me when I m scared And love me when I m gone Everything I am and everything in me Wants to be the one you wanted me to be I d never let you down Even if I could I d give up everything If only for your good So hold me when I m here Right me when I m wrong You can hold me when I m scared You won t always be there So love me when I m gone Love me when I m gone Love me when I m gone Love me when I m gone When I m gone When I m gone When I m gone'
6,"Unwell",Matchbox Twenty,2003,b' All day Starin at the ceilin makin Friends with shadows on my wall All night Hearin voices tellin me That I should get some sleep Because tomorrow might be good for somethin Hold on Feelin like I m headed for a Breakdown And I don t know why But I m not crazy I m just a little unwell I know right now you can t tell But stay awhile and maybe then you ll see A different side of me I m not crazy I m just a little impaired I know right now you don t care But soon enough you re gonna think of me And how I used to be Me I m talkin to myself in public And dodgin glances on the train And I know I know they ve all been talkin bout me I can hear them whisper And it makes me think there must be somethin wrong With me Out of all the hours thinkin Somehow I ve lost my mind But I m not crazy I m just a little unwell I know right now you can t tell But stay awhile and maybe then you ll see A different side of me I m not crazy I m just a little impaired I know right now you don t care But soon enough you re gonna think of me And how I used to be I ve been talkin in my sleep Pretty soon they ll come to get me Yeah they re takin me away I m not crazy I m just a little unwell I know right now you can t tell But stay awhile and maybe then you ll see A different side of me I m not crazy I m just a little impaired I know right now you don t care But soon enough you re gonna think of me And how I used to be Yeah how I used to be How I used to be Well I m just a little unwell How I used to be How I used to be I m just a little unwell'
7,"Right Thurr",Chingy,2003,b' Hey dirty look at that girl right thurr She make me say Ooh ooh yeah ooh ooh hey what you wanna do I like the way you do that right thurr Swing your hips when you re walking let down your hurr I like the way you do that right thurr Lick your lips when you re talking that make me sturr I like the way you look in them pants see ya fine Your momma a quarter piece she far from a dime The type of girl that ll getcha up and go make you grind I m thinking about snatching her up dirty making her mine Look at her hips look at her legs ain t she stacked I sure wouldn t mind hitting that from the back I like it when I touch it cause she moan a lil bit Jeans sagging so I can see her thong a lil bit I know you grown a little bit 20 years old you legal Don t trip off my people just hop in the regal I swooped on her like an eagle swooping down on its prey I know you popular but you gonna be famous today I like the way you do that right thurr Swing your hips when you re walking Let down your hurr I like the way you do that right thurr Lick your lips when you re talking that make me sturr I like the way you do that right thurr Swing your hips when you re walking Let down your hurr I like the way you do that right thurr Lick your lips when you re talking that make me sturr She be shopping in Frontenac Just look at her front and back Man she so stacked and she know that I want that Her man he s so wack girl can I taste yo cat Gave her 300 to strip like buying a throwback She stay in the club like to be seen she got it honest In real life girl remind me of Pocahontas She be at events cuss out the press when she pass All the high rolling cats wanna pay for that ass Ain t no half stepping she strapped with a nice weapon Trick it s against the law for her to move them hips If you ever seen her dirty your mouth gonna drop Worldwide fools probably tell you this off tops I like the way you do that right thurr Swing your hips when you re walking Let down your hurr I like the way you do that right thurr Lick your lips when you re talking that make me sturr I like the way you do that right thurr Swing your hips when you re walking Let down your hurr I like the way you do that right thurr Lick your lips when you re talking that make me sturr I like the way she doin that Plus I like it when she bring it back Ooh ooh ooh ooh do what you do I like the way she doin that Plus I like it when she bring it back Ooh ooh ooh ooh do what you do Gimme what you got for a pork chop She threw it at me like I was a short stop Working in a Fatty Girl Hugga Top Then she back it up on me and let it drop Make it hop boing like a bunny Girl can I touch you where it s sunny Or a purse and make you give her some money She should pose for Sports Illustrated It s like a picture perfect site When she pass all the other girls hate it I like the way you do that right thurr Swing your hips when you re walking Let down your hurr I like the way you do that right thurr Lick your lips when you re talking that make me sturr I like the way you do that right thurr Swing your hips when you re walking Let down your hurr I like the way you do that right thurr Lick your lips when you re talking that make me sturr I like that I like that I like that I like that Ooh ooh ooh ooh do what you do I like that I like that I like that I like that Ooh ooh ooh ooh do what you do'
8,"Miss You",Aaliyah,2003,b' It s been too long and I m lost without you What am I gonna do Said I been needing you wanting you Said I need you Wondering if you re the same and who s been with you Is your heart still mine I wanna cry sometimes I miss you Off to college yes you went away Straight from high school you up and left me We were close friends also lovers Did everything for one another Now you re gone and I m lost without you here now But I know I gotta live and make it somehow Come back to me Can you feel me calling Hear me calling for you For you cause it s It s been too long and I m lost without you What am I gonna do Said I been needing you wanting you Said I need you Wondering if you re the same and who s been with you Is your heart still mine I wanna cry sometimes I miss you Now I m sitting here thinking about you And the days we used to share It s driving me crazy I don t know what to do I m just wondering if you still care I just wanna let you know that it s killing me I know you got another life you gotta concentrate baby Come back to me Can you feel me Hear me calling for you For you cause it s It s been too long and I m lost without you What am I gonna do Said I been needing you wanting you Said I need you Wondering if you re the same and who s been with you Is your heart still mine I wanna cry sometimes I miss you It s been too long and I m lost without you What am I gonna do Said I been needing you wanting you Said I need you Wondering if you re the same and who s been with you Is your heart still mine I wanna cry sometimes I miss you I can t be no more Since you went away I don t really feel like talking No one here to love me baby do you understand me I can t do a thing without you It s been too long and I m lost without you What am I gonna do Said I been needing you wanting you Said I need you Wondering if you re the same and who s been with you Is your heart still mine I wanna cry sometimes I miss you It s been too long and I m lost without you What am I gonna do Said I been needing you wanting you Said I need you Wondering if you re the same and who s been with you Is your heart still mine I wanna cry sometimes I miss you It s been too long and I m lost without you What am I gonna do Said I been needing you wanting you Said I need you Wondering if you re the same and who s been with you Is your heart still mine I wanna cry sometimes I miss you'
9,"Picture",Kid Rock,2003,b' Living my life in a slow hell Different girl every night at the hotel I ain t seen the sunshine in three damn days Been fueling up on cocaine and whiskey Wish I had a good girl to miss me Lord I wonder if I ll ever change my ways I put your picture away Sat down and cried today I can t look at you while I m lying next to her I put your picture away Sat down and cried today I can t look at you while I m lying next to her I called you last night in the hotel Everyone knows but they won t tell But their half hearted smiles tell me something just ain t right I ve been waiting on you for a long time Fuelin up on heartaches and cheap wine I ain t heard from you in three damn nights I put your picture away I wonder where you ve been I can t look at you while I m lying next to him I put your picture away I wonder where you ve been I can t look at you while I m lying next to him I saw you yesterday with an old friend It was the same old same how have you been Since you ve been gone my world s been dark and grey You reminded me of brighter days I hoped you were coming home to stay I was headed to church I was off to drink you away I thought about you for a long time Can t seem to get you off my mind I can t understand why we re living life this way I found your picture today I swear I ll change my ways I just called to say I want you To come back home I found your picture today I swear I ll change my ways I just called to say I want you To come back home I just called to say I love you Come back home Songwriters Kid Rock and Sheryl Crow'
10,"Bring Me to Life",Evanescence,2003,b' How can you see into my eyes like open doors Leading you down into my core Where I ve become so numb without a soul My spirit s sleeping somewhere cold Until you find it there and lead it back home Wake me up inside Wake me up inside Call my name and save me from the dark Bid my blood to run Before I come undone Save me from the nothing I ve become Now that I know what I m without You can t just leave me Breathe into me and make me real Bring me to life Wake me up inside Wake me up inside Call my name and save me from the dark Bid my blood to run Before I come undone Save me from the nothing I ve become Bring me to life Bring me to life Frozen inside without your touch Without your love darling Only you are the life Among the dead All this time I can t believe I couldn t see Kept in the dark but you were there in front of me I ve been sleeping a thousand years it seems Got to open my eyes to everything Without a thought without a voice without a soul There must be something more Bring me to life Wake me up inside Wake me up inside Call my name and save me from the dark Bid my blood to run Before I come undone Save me from the nothing I ve become Bring me to life Bring me to life'
