Rank,Song,Artist,Year,Lyrics
1,Tie a Yellow Ribbon Round the Ole Oak Tree,Tony Orlando,1973,"b""I'm coming home\nI've done my time\nNow I've got to know what is and isn't mine\nIf you received my letter telling you\nI'd soon be free\nThen you'll know just what to do\nIf you still want me\nIf you still want me\nWhoa\nTie a yellow ribbon 'round the ole oak tree\nIt's been three long years\nDo ya still want me \nIf I don't see a ribbon 'round the ole oak tree\nI'll stay on the bus\nForget about us\nPut the blame on me\nIf I don't see a yellow ribbon 'round the ole oak tree\nBus driver\nPlease look for me\nCause I couldn't bear to see what I might see\nI'm really still in prison\nAnd my love\nShe holds the key\nA simple yellow ribbon's what I need to set me free\nI wrote and told her please\nNow the whole damned bus is cheering\nAnd I can't believe I see\nA hundred yellow ribbons 'round the ole oak tree\nI'm coming home mmm mmm"""
2,Bad Bad Leroy Brown,Jim Croce,1973,"b'Well the South side of Chicago\nIs the baddest part of town\nAnd if you go down there\nYou better just beware\nOf a man named Leroy Brown\nNow Leroy more than trouble\nYou see he stand \'bout six foot four\nAll the downtown ladies call him ""Treetop Lover""\nAll the men just call him ""Sir""\nAnd he\'s bad bad Leroy Brown\nThe baddest man in the whole damn town\nBadder than old King Kong\nMeaner than a junkyard dog\nNow Leroy he a gambler\nAnd he like his fancy clothes\nAnd he like to wave his diamond rings\nIn front of everybody\'s nose\nHe got a custom Continental\nHe got an Eldorado too\nHe got a 32 gun in his pocket for fun\nHe got a razor in his shoe\nAnd he\'s bad bad Leroy Brown\nThe baddest man in the whole damn town\nBadder than old King Kong\nMeaner than a junkyard dog\nWell Friday bout a week ago\nLeroy shootin\' dice\nAnd at the edge of the bar\nSat a girl named Doris\nAnd ooh that girl looked nice\nWell he cast his eyes upon her\nAnd the trouble soon began\nLeroy Brown he learned a lesson\n\'Bout messin\' with the wife of a jealous man\nAnd he\'s bad bad Leroy Brown\nThe baddest man in the whole damned town\nBadder than old King Kong\nMeaner than a junkyard dog\nWell the two men took to fightin\'\nAnd when they pulled them from the floor\nLeroy looked like a jigsaw puzzle\nWith a couple of pieces gone\nAnd he\'s bad bad Leroy Brown\nThe baddest man in the whole damn town\nBadder than old King Kong\nMeaner than a junkyard dog\nAnd he\xe2\x80\x99s bad bad Leroy Brown\nThe baddest man in the whole damn town\nBadder than old King Kong\nMeaner than a junkyard dog\nBadder than old King Kong\nMeaner than a junkyard dog'"
3,Killing Me Softly with His Song,Roberta Flack,1973,"b""Strumming my pain with his fingers\nSinging my life with his words\nKilling me softly with his song\nKilling me softly with his song\nTelling my whole life with his words\nKilling me softly with his song\nI heard he sang a good song\nI heard he had a style\nAnd so I came to see him\nTo listen for a while\nAnd there he was this young boy\nA stranger to my eyes\nStrumming my pain with his fingers\nSinging my life with his words\nKilling me softly with his song\nKilling me softly with his song\nTelling my whole life with his words\nKilling me softly with his song\nI felt all flushed with fever\nEmbarassed by the crowd\nI felt he found my letters\nAnd read each one out loud\nI prayed that he would finish\nBut he just kept right on\nStrumming my pain with his fingers\nSinging my life with his words\nKilling me softly with his song\nKilling me softly with his song\nTelling my whole life with his words\nKilling me softly with his song\nHe sang as if he knew me\nIn all my dark despair\nAnd then he looked right through me\nAs if I wasn't there\nAnd he just kept on singing\nSinging clear and strong\nStrumming my pain with his fingers\nSinging my life with his words\nKilling me softly with his song\nKilling me softly with his song\nTelling my whole life with his words\nKilling me softly with his song\nOhhhh ohhhh ohhhh\nOhh ohh ohh ohh ohh ohh ohh\nLa la la la la la\nOhh ohh ohh ohh ohh ohh\nLa ahh ahhhhhh haaaaaaaaaaaaaa\nHa ahh ahh ahh ahh ahh ahh\nStrumming my pain with his fingers\nSinging my life with his words\nKilling me softly with his song\nKilling me softly with his song\nTelling my whole life with his words\nKilling me \nHe was strumming my pain\nYeah he was singing my life\nKilling me softly with his song\nKilling me softly with his song\nTelling my whole life with his words\nKilling me softly\nWith his song"""
4,Let's Get It On,Marvin Gaye,1973,"b""I\xe2\x80\x99ve been really trying baby\nTrying to hold back this feeling for so long\nAnd if you feel like I feel baby\nCome on oh come on ooh\nLet\xe2\x80\x99s get it on ow baby\nLet\xe2\x80\x99s get it on let\xe2\x80\x99s love baby\nLet\xe2\x80\x99s get it on\nLet\xe2\x80\x99s get it on woo\nWe\xe2\x80\x99re all sensitive people with so much to give\nUnderstand me sugar\nSince we got to be let\xe2\x80\x99s live I love you\nThere\xe2\x80\x99s nothing wrong with me loving you baby no no\nAnd giving yourself to me can never be wrong\nIf the love is true oh baby ooh\nDon\xe2\x80\x99t you know how sweet and wonderful life can be ooh ooh\nI\xe2\x80\x99m asking you baby to get it on with me ooh ooh ooh\nI ain't gonna worry I ain't gonna push I won't push you baby\nSo come on come on come on come on come on baby\nStop beating round the bush hey\nLet's get it on let's get it on\nYou know what I'm talkin' 'bout\nCome on baby let your love come out\nIf you believe in love\nLet's get it on let's get it on baby\nThis minute oh yeah let's get it on\nPlease let's get it on hey hey\nI know you know what I been dreamin' of don't you baby?\nMy whole body makes that feelin' of love I'm happy\nI ain't gonna worry no I ain't gonna push\nI won't push you baby woo\nCome on come on come on come on darling\nStop beatin' round the bush hey\nOh gonna get it on threatin' you baby\nI wanna get it on\nYou don't have to worry that it's wrong\nIf the spirit moves you\nLet me groove you good\nLet your love come down\nOh get it on come on baby\nDo you know the meaning?\nI've been sanctified hey hey\nGirl you give me good feeling\nSo good somethin' like sanctified\nOh dear I baby\nNothing wrong with love\nIf you want to love me just let your self go\nOh baby let's get it on"""
5,My Love,Paul McCartney,1973,"b""And when I go away\nI know my heart can stay with my love it's understood\nIt's in the hands of my love\nAnd my love does it good\nWo-wo-wo-wo wo-wo-wo-wo\nMy love does it good\nAnd when the cupboards bare\nI'll still find something there with my love it's understood\nIt's everywhere with my love\nAnd my love does it good\nWo-wo-wo-wo wo-wo-wo-wo\nMy love does it good\nOh I love oh wo my love\nOnly my love holds the other key to me\nOh my love oh my love\nOnly my love does it good to me\nWo-wo-wo-wo wo-wo-wo-wo\nMy love does it good\nDon't ever ask me why\nI never say goodbye to my love it's understood\nIt's everywhere with my love\nAnd my love does it good\nWo-wo-wo-wo wo-wo-wo-wo\nMy love does it good\nOh I love oh wo my love\nOnly my love does it good to me\nWoah woah woah"""
6,Why Me,Kris Kristofferson,1973,"b""Why me Lord?\nWhat have I ever done\nTo deserve even one\nOf the pleasures I've known?\nTell me Lord\nWhat did I ever do\nThat was worth lovin' you\nOr the kindness you've shown?\nLord help me Jesus\nI've wasted it so\nHelp me Jesus\nI know what I am\nBut now that I know\nThat I've needed you so\nHelp me Jesus\nMy soul's in your hand\nTry me Lord\nIf you think there's a way\nI can try to repay\nAll I've taken from you\nMaybe Lord\nI can show someone else\nWhat I've been through myself\nOn my way back to you\nLord help me Jesus\nI've wasted it so\nHelp me Jesus\nI know what I am\nBut now that I know\nThat I've needed you so\nHelp me Jesus\nMy soul's in your hand\nLord help me Jesus\nI've wasted it so\nHelp me Jesus\nI know what I am\nBut now that I know\nThat I've needed you so\nHelp me Jesus\nMy soul's in your hand\nJesus\nMy soul's in your hand"""
7,Crocodile Rock,Elton John,1973,"b""I remember when rock was young\nMe and Susie had so much fun\nHolding hands and skimming stones\nHad an old gold Chevy and a place of my own\nBut the biggest kick I ever got\nWas doing a thing called the Crocodile Rock\nWhile the other kids were rocking 'round the clock\nWe were hopping and bopping to the Crocodile Rock\nWell Crocodile Rocking is something shocking\nWhen your feet just can't keep still\nI never knew me a better time and I guess I never will\nOh lawdy mama those Friday nights\nWhen Susie wore her dresses tight\nAnd the Crocodile Rocking was out of sight\nLaa la-la-la-la-laa\nLa-la-la-la-laa\nLa-la-la-la-laa\nBut the years went by and the rock just died\nSusie went and left us for some foreign guy\nLong nights crying by the record machine\nDreaming of my Chevy and my old blue jeans\nBut they'll never kill the thrills we've got\nBurning up to the Crocodile Rock\nLearning fast as the weeks went past\nWe really thought the Crocodile Rock would last\nWell Crocodile Rocking is something shocking\nWhen your feet just can't keep still\nI never knew me a better time and I guess I never will\nOh lawdy mama those Friday nights\nWhen Susie wore her dresses tight\nAnd the Crocodile Rocking was out of sight\nLaa la-la-la-la-laa\nLa-la-la-la-laa\nLa-la-la-la-laa\nI remember when rock was young\nMe and Susie had so much fun\nHolding hands and skimming stones\nHad an old gold Chevy and a place of my own\nBut the biggest kick I ever got\nWas doing a thing called the Crocodile Rock\nWhile the other kids were rocking 'round the clock\nWe were hopping and bopping to the Crocodile Rock\nWell Crocodile Rocking is something shocking\nWhen your feet just can't keep still\nI never knew me a better time and I guess I never will\nOh lawdy mama those Friday nights\nWhen Susie wore her dresses tight\nAnd the Crocodile Rocking was out of sight\nLaa la-la-la-la-laa\nLa-la-la-la-laa\nLa-la-la-la-laa\nLaa la-la-la-la-laa\nLa-la-la-la-laa\nLa-la-la-la-laa\nLaa la-la-la-la-laa\nLa-la-la-la-laa\nLa-la-la-la-laa"""
8,Will It Go Round in Circles,Billy Preston,1973,"b""I've got a song\nI ain't got no melody\nI'ma gonna sing it to my friends\nI've got a song\nI ain't got no melody\nI' ma gonna sing it to my friends\nWill it go round in circles\nWill it fly high like a bird up in the sky\nWill it go round in circles\nWill it fly high like a bird up in the sky\nI've got a story\nAin't got no moral\nLet the bad guy win every once in a while\nI've got a story\nAin't got no moral\nLet the bad guy win every once in a while\nWill it go round in circles\nWill it fly high like a bird up in the sky\nWill it go round in circles\nWill it fly high like a bird up in the sky\nI've got a dance\nI ain't got no steps no\nI'm gonna let the music move me around\nI've got a dance\nI ain't got no steps\nI'm gonna let the music move me around\nWill it go round in circles\nWill it fly high like a bird up in the sky\nWill it go round in circles\nWill it fly high like a bird up in the sky\nWill it go round in circles\nWill it fly high like a bird up in the sky\nWill it go round in circles\nWill it fly high like a bird up in the sky\nI've got a song\nI ain't got no melody\nI'ma gonna sing it to my friends\nI've got a song\nI ain't got no melody\nI' ma gonna sing it to my friends\nWill it go round in circles\nWill it fly high like a bird up in the sky\nWill it go round in circles\nWill it fly high like a bird up in the sky"""
9,You're So Vain,Carly Simon,1973,"b""Son of a gun\nYou walked into the party\nLike you were walking onto a yacht\nYour hat strategically dipped below one eye\nYour scarf it was apricot\nYou had one eye in the mirror\nAs you watched yourself gavotte\nAnd all the girls dreamed that they'd be your partner\nThey'd be your partner\nYou're so vain\nYou probably think this song is about you\nYou're so vain\nI'll bet you think this song is about you\nDon't you? Don't you?\nYou had me several years ago\nWhen I was still quite naive\nWell you said that we made such a pretty pair\nAnd that you would never leave\nBut you gave away the things you loved\nAnd one of them was me\nI had some dreams they were clouds in my coffee\nClouds in my coffee and\nYou're so vain\nYou probably think this song is about you\nYou're so vain\nI'll bet you think this song is about you\nDon't you? Don't you?\nI had some dreams they were clouds in my coffee\nClouds in my coffee and\nYou're so vain\nYou probably think this song is about you\nYou're so vain\nI'll bet you think this song is about you\nDon't you? Don't you?\nWell I hear you went up to Saratoga\nAnd your horse naturally won\nThen you flew your Lear jet up to Nova Scotia\nTo see the total eclipse of the sun\nWell you're where you should be all the time\nAnd when you're not you're with\nSome underworld spy or the wife of a close friend\nWife of a close friend and\nYou're so vain\nYou probably think this song is about you\nYou're so vain\nI'll bet you think this song is about you\nDon't you? Don't you?\nYou're so vain\nYou probably think this song is about you\nYou're so vain\nYou probably think this song is about you\nYou're so vain"""
10,Touch Me in the Morning,Diana Ross,1973,"b""Touch me in the morning\nThen just walk away\nWe don't have tomorrow\nBut we had yesterday\nHey wasn't it me who said\nThat nothin' good's gonna last forever\nAnd wasn't it me who said\nLet's just be glad for the time together\nMust've been hard to tell me\nThat you've given all you had to give\nI can understand your feelin' that way\nEv'rybody's got their life to live\nWell I can say goodbye\nIn the cold morning light\nBut I can't watch love die\nIn the warmth of the night\nIf I've got to be strong\nDon't you know I need to have tonight\nWhen you're gone till you go\nI need to lie here and\nThink about the last time\nYou'll touch me in the morning\nThen just close the door\nLeave me as you found me\nEmpty like before\nHey wasn't it yesterday\nWe used to laugh at the wind behind us\nDidn't we run away and hope\nThat time wouldn't try to find us\nDidn't we take each other\nTo a place where\nNo one's ever been\nYeah I really need you\nNear me tonight\n'Cause you'll never take me there again\nLet me watch you go\nWith the sun in my eyes\nWe've seen how love can grow\nNow we'll see how it dies\nIf I've got to be strong\nDon't you know I need to have tonight\nWhen you're gone\nTill you go\nI need to hold you until the tie\nYour hands reach out and\nTouch me in the morning\nWe're blue and gold\nAnd we could feel one another living\nWe walked with a dream to hold\nAnd we could take what the world was giving\nThere's no tomorrow here\nThere's only love and the time to chase it\nYesterday's gone my love\nThere's only now and it's time to face it"""
