Rank,Song,Artist,Year,Main Emotion,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
47,Let Me Love You,DJ Snake,2016,joy,5.882352941176471,17.647058823529413,5.882352941176471,5.882352941176471,23.529411764705884,5.882352941176471,17.647058823529413,17.647058823529413
48,Don't Mind,Kent Jones,2016,anticipation,0.0,37.5,0.0,0.0,12.5,0.0,12.5,37.5
49,H.O.L.Y.,Florida Georgia Line,2016,joy,5.2631578947368425,21.05263157894737,0.0,5.2631578947368425,31.57894736842105,5.2631578947368425,10.526315789473685,21.05263157894737
50,We Don't Talk Anymore,Charlie Puth,2016,joy,0.0,16.666666666666668,8.333333333333334,16.666666666666668,25.0,8.333333333333334,8.333333333333334,16.666666666666668
51,Into You,Ariana Grande,2016,anticipation,0.0,25.0,25.0,0.0,25.0,0.0,0.0,25.0
52,Gold,Kiiara,2016,trust,8.333333333333334,16.666666666666668,0.0,8.333333333333334,16.666666666666668,0.0,16.666666666666668,33.333333333333336
53,Exchange,Bryson Tiller,2016,anticipation,12.5,25.0,0.0,12.5,12.5,0.0,12.5,25.0
54,679,Fetty Wap,2016,joy,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
55,Oui,Jeremih,2016,joy,0.0,33.333333333333336,0.0,0.0,50.0,0.0,16.666666666666668,0.0
56,Hands to Myself,Selena Gomez,2016,joy,0.0,20.0,0.0,0.0,40.0,0.0,20.0,20.0
57,2 Phones,Kevin Gates,2016,anger,20.0,20.0,0.0,0.0,20.0,0.0,20.0,20.0
58,Starboy,The Weeknd,2016,joy,14.285714285714286,14.285714285714286,0.0,14.285714285714286,28.571428571428573,0.0,14.285714285714286,14.285714285714286
59,For Free,DJ Khaled,2016,anticipation,0.0,30.0,20.0,0.0,20.0,0.0,10.0,20.0
60,Never Be Like You,Flume,2016,fear,15.384615384615385,0.0,7.6923076923076925,23.076923076923077,15.384615384615385,23.076923076923077,0.0,15.384615384615385
61,In the Night,The Weeknd,2016,anticipation,0.0,25.0,0.0,12.5,25.0,12.5,12.5,12.5
62,Me Too,Meghan Trainor,2016,joy,0.0,25.0,0.0,12.5,37.5,0.0,0.0,25.0
63,Ex's & Oh's,Elle King,2016,anger,0,0,0,0,0,0,0,0
64,Die a Happy Man,Thomas Rhett,2016,joy,8.333333333333334,8.333333333333334,0.0,16.666666666666668,25.0,25.0,0.0,16.666666666666668
65,White Iverson,Post Malone,2016,anticipation,13.636363636363637,18.181818181818183,4.545454545454546,9.090909090909092,18.181818181818183,9.090909090909092,13.636363636363637,13.636363636363637
66,Close,Nick Jonas,2016,fear,0.0,0.0,0.0,33.333333333333336,33.333333333333336,0.0,0.0,33.333333333333336
67,Unsteady,X Ambassadors,2016,anger,0,0,0,0,0,0,0,0
68,Sucker for Pain,Lil Wayne Wiz Khalifa,2016,fear,20.0,0.0,10.0,30.0,0.0,30.0,0.0,10.0
69,Down in the DM,Yo Gotti,2016,anger,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
70,Luv,Tory Lanez,2016,joy,20.0,10.0,10.0,10.0,30.0,10.0,0.0,10.0
71,Sorry,Beyoncé,2016,joy,7.142857142857143,14.285714285714286,14.285714285714286,7.142857142857143,21.428571428571427,7.142857142857143,14.285714285714286,14.285714285714286
72,Can't Feel My Face,The Weeknd,2016,joy,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,20.0,13.333333333333334,13.333333333333334,0.0
73,Hymn for the Weekend,Coldplay,2016,joy,0.0,28.571428571428573,0.0,0.0,42.857142857142854,0.0,14.285714285714286,14.285714285714286
74,Say It,Tory Lanez,2016,joy,7.142857142857143,14.285714285714286,7.142857142857143,7.142857142857143,35.714285714285715,7.142857142857143,7.142857142857143,14.285714285714286
75,Antidote,Travis Scott,2016,trust,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0.0,14.285714285714286,0.0,28.571428571428573
76,Lost Boy,Ruth B,2016,joy,0.0,20.0,0.0,0.0,30.0,10.0,10.0,30.0
77,Side to Side,Ariana Grande,2016,anticipation,0.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0
78,Sit Still Look Pretty,Daya,2016,anticipation,5.2631578947368425,26.31578947368421,5.2631578947368425,5.2631578947368425,26.31578947368421,5.2631578947368425,5.2631578947368425,21.05263157894737
79,Wildest Dreams,Taylor Swift,2016,anger,15.384615384615385,15.384615384615385,15.384615384615385,15.384615384615385,7.6923076923076925,15.384615384615385,7.6923076923076925,7.6923076923076925
80,Middle,DJ Snake,2016,anger,20.0,20.0,20.0,20.0,0.0,20.0,0.0,0.0
81,On My Mind,Ellie Goulding,2016,anger,25.0,8.333333333333334,25.0,16.666666666666668,8.333333333333334,8.333333333333334,0.0,8.333333333333334
82,Pop Style,Drake,2016,surprise,16.666666666666668,16.666666666666668,16.666666666666668,0.0,16.666666666666668,0.0,33.333333333333336,0.0
83,When We Were Young,Adele,2016,joy,0.0,16.666666666666668,0.0,16.666666666666668,25.0,8.333333333333334,16.666666666666668,16.666666666666668
84,Hide Away,Daya,2016,anticipation,5.0,25.0,0.0,0.0,25.0,5.0,15.0,25.0
85,Lean On,Major Lazer,2016,anticipation,10.0,30.0,0.0,10.0,20.0,0.0,20.0,10.0
86,I Know What You Did Last Summer,Shawn Mendes,2016,anticipation,16.666666666666668,33.333333333333336,16.666666666666668,0.0,16.666666666666668,0.0,0.0,16.666666666666668
87,All the Way Up,Fat Joe Remy Ma,2016,anger,27.272727272727273,9.090909090909092,9.090909090909092,18.181818181818183,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
88,Watch Me,Silentó,2016,anger,50.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0
89,Back to Sleep,Chris Brown,2016,joy,0.0,20.0,0.0,0.0,40.0,20.0,0.0,20.0
90,No Limit,Usher,2016,anger,28.571428571428573,0.0,0.0,0.0,28.571428571428573,28.571428571428573,0.0,14.285714285714286
91,Cut It,O.T. Genasis,2016,joy,20.0,20.0,0.0,0.0,30.0,0.0,20.0,10.0
92,Really Really,Kevin Gates,2016,joy,15.789473684210526,10.526315789473685,10.526315789473685,10.526315789473685,21.05263157894737,15.789473684210526,5.2631578947368425,10.526315789473685
93,All In My Head (Flex),Fifth Harmony,2016,fear,0.0,0.0,0.0,33.333333333333336,33.333333333333336,33.333333333333336,0.0,0.0
94,Starving,Hailee Steinfeld,2016,anger,20.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0
95,Adventure of a Lifetime,Coldplay,2016,anticipation,0.0,27.272727272727273,9.090909090909092,9.090909090909092,18.181818181818183,9.090909090909092,9.090909090909092,18.181818181818183
96,Humble and Kind,Tim McGraw,2016,joy,0.0,8.333333333333334,8.333333333333334,0.0,41.666666666666664,8.333333333333334,8.333333333333334,25.0
97,Wicked,Future,2016,fear,18.75,6.25,12.5,25.0,12.5,6.25,6.25,12.5
98,Tiimmy Turner,Desiigner,2016,anger,27.272727272727273,18.181818181818183,0.0,0.0,27.272727272727273,0.0,18.181818181818183,9.090909090909092
99,See You Again,Wiz Khalifa,2016,joy,0.0,25.0,0.0,0.0,33.333333333333336,0.0,16.666666666666668,25.0
100,Perfect,One Direction,2016,anticipation,0.0,27.272727272727273,0.0,0.0,27.272727272727273,9.090909090909092,9.090909090909092,27.272727272727273
1,Shape of You,Ed Sheeran,2017,joy,16.666666666666668,0.0,0.0,16.666666666666668,33.333333333333336,16.666666666666668,0.0,16.666666666666668
2,Despacito (Remix),Luis Fonsi,2017,anger,0,0,0,0,0,0,0,0
3,That's What I Like,Bruno Mars,2017,joy,0.0,9.090909090909092,0.0,9.090909090909092,36.36363636363637,0.0,27.272727272727273,18.181818181818183
4,Humble,Kendrick Lamar,2017,sadness,23.529411764705884,0.0,23.529411764705884,11.764705882352942,0.0,35.294117647058826,0.0,5.882352941176471
5,Something Just Like This,The Chainsmokers,2017,anger,0,0,0,0,0,0,0,0
6,Bad and Boujee,Migos,2017,anger,25.0,8.333333333333334,16.666666666666668,25.0,0.0,16.666666666666668,0.0,8.333333333333334
7,Closer,The Chainsmokers,2017,sadness,9.090909090909092,9.090909090909092,9.090909090909092,18.181818181818183,9.090909090909092,27.272727272727273,9.090909090909092,9.090909090909092
8,Body Like a Back Road,Sam Hunt,2017,anticipation,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Believer,Imagine Dragons,2017,trust,16.666666666666668,0.0,0.0,16.666666666666668,16.666666666666668,16.666666666666668,0.0,33.333333333333336
10,Congratulations,Post Malone,2017,anticipation,10.0,30.0,10.0,0.0,30.0,0.0,10.0,10.0
11,Say You Won't Let Go,James Arthur,2017,joy,0.0,11.11111111111111,5.555555555555555,5.555555555555555,27.77777777777778,11.11111111111111,16.666666666666668,22.22222222222222
12,I'm the One,DJ Khaled,2017,joy,5.555555555555555,16.666666666666668,5.555555555555555,11.11111111111111,22.22222222222222,5.555555555555555,11.11111111111111,22.22222222222222
13,XO Tour Llif3,Lil Uzi Vert,2017,trust,8.333333333333334,16.666666666666668,0.0,16.666666666666668,16.666666666666668,8.333333333333334,8.333333333333334,25.0
14,Mask Off,Future,2017,anger,21.428571428571427,7.142857142857143,21.428571428571427,21.428571428571427,0.0,21.428571428571427,0.0,7.142857142857143
15,Unforgettable,French Montana,2017,anticipation,0.0,36.36363636363637,0.0,0.0,18.181818181818183,0.0,18.181818181818183,27.272727272727273
16,24K Magic,Bruno Mars,2017,fear,11.11111111111111,11.11111111111111,0.0,22.22222222222222,11.11111111111111,11.11111111111111,11.11111111111111,22.22222222222222
17,Stay,Zedd,2017,anticipation,0.0,33.333333333333336,0.0,6.666666666666667,20.0,0.0,26.666666666666668,13.333333333333334
18,Wild Thoughts,DJ Khaled,2017,surprise,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
19,Black Beatles,Rae Sremmurd,2017,trust,7.6923076923076925,15.384615384615385,0.0,15.384615384615385,15.384615384615385,15.384615384615385,7.6923076923076925,23.076923076923077
20,Starboy,The Weeknd,2017,joy,14.285714285714286,14.285714285714286,0.0,14.285714285714286,28.571428571428573,0.0,14.285714285714286,14.285714285714286
21,Location,Khalid,2017,anticipation,0.0,33.333333333333336,0.0,0.0,33.333333333333336,0.0,0.0,33.333333333333336
22,Attention,Charlie Puth,2017,anticipation,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0
23,There's Nothing Holdin' Me Back,Shawn Mendes,2017,fear,12.5,0.0,0.0,37.5,25.0,25.0,0.0,0.0
24,Bodak Yellow,Cardi B,2017,anger,20.0,12.0,12.0,12.0,12.0,12.0,8.0,12.0
25,Redbone,Childish Gambino,2017,anger,28.571428571428573,14.285714285714286,28.571428571428573,0.0,14.285714285714286,14.285714285714286,0.0,0.0
26,I Don't Wanna Live Forever,Zayn,2017,joy,20.0,0.0,0.0,20.0,40.0,20.0,0.0,0.0
27,It Ain't Me,Kygo,2017,anticipation,0.0,16.666666666666668,0.0,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
28,iSpy,Kyle,2017,anticipation,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Issues,Julia Michaels,2017,joy,18.181818181818183,9.090909090909092,18.181818181818183,9.090909090909092,22.727272727272727,9.090909090909092,0.0,13.636363636363637
30,Scars to Your Beautiful,Alessia Cara,2017,joy,0.0,12.5,0.0,12.5,25.0,25.0,12.5,12.5
31,1-800-273-8255,Logic,2017,anticipation,0.0,36.36363636363637,0.0,0.0,27.272727272727273,0.0,9.090909090909092,27.272727272727273
32,Slow Hands,Niall Horan,2017,disgust,9.090909090909092,9.090909090909092,18.181818181818183,18.181818181818183,18.181818181818183,9.090909090909092,9.090909090909092,9.090909090909092
33,Love on the Brain,Rihanna,2017,joy,0.0,16.666666666666668,0.0,8.333333333333334,33.333333333333336,16.666666666666668,8.333333333333334,16.666666666666668
34,I Feel It Coming,The Weeknd,2017,joy,10.0,20.0,10.0,10.0,30.0,10.0,0.0,10.0
35,Bounce Back,Big Sean,2017,anger,25.0,0.0,12.5,25.0,0.0,12.5,0.0,25.0
36,Strip That Down,Liam Payne,2017,joy,9.090909090909092,0.0,9.090909090909092,9.090909090909092,27.272727272727273,27.272727272727273,0.0,18.181818181818183
37,Fake Love,Drake,2017,joy,16.666666666666668,0.0,16.666666666666668,0.0,33.333333333333336,0.0,0.0,33.333333333333336
38,Don't Wanna Know,Maroon 5,2017,joy,10.0,20.0,20.0,0.0,30.0,0.0,10.0,10.0
39,Look What You Made Me Do,Taylor Swift,2017,anger,28.571428571428573,14.285714285714286,14.285714285714286,28.571428571428573,0.0,14.285714285714286,0.0,0.0
40,Castle on the Hill,Ed Sheeran,2017,trust,0.0,25.0,0.0,0.0,0.0,0.0,0.0,75.0
41,Bad Things,Machine Gun Kelly,2017,anticipation,8.333333333333334,16.666666666666668,8.333333333333334,8.333333333333334,16.666666666666668,8.333333333333334,16.666666666666668,16.666666666666668
42,Paris,The Chainsmokers,2017,anticipation,0.0,25.0,0.0,12.5,25.0,12.5,12.5,12.5
43,Side to Side,Ariana Grande,2017,anticipation,0.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0
44,Rockabye,Clean Bandit,2017,joy,0.0,12.5,0.0,0.0,62.5,0.0,0.0,25.0
45,Feel It Still,Portugal. The Man,2017,fear,7.6923076923076925,7.6923076923076925,0.0,38.46153846153846,15.384615384615385,23.076923076923077,0.0,7.6923076923076925
46,Let Me Love You,DJ Snake,2017,joy,5.882352941176471,17.647058823529413,5.882352941176471,5.882352941176471,23.529411764705884,5.882352941176471,17.647058823529413,17.647058823529413
47,Sorry Not Sorry,Demi Lovato,2017,fear,21.73913043478261,8.695652173913043,8.695652173913043,26.08695652173913,8.695652173913043,13.043478260869565,8.695652173913043,4.3478260869565215
48,Bank Account,21 Savage,2017,anger,21.05263157894737,10.526315789473685,15.789473684210526,15.789473684210526,5.2631578947368425,10.526315789473685,5.2631578947368425,15.789473684210526
49,Can't Stop the Feeling!,Justin Timberlake,2017,joy,10.714285714285714,10.714285714285714,7.142857142857143,7.142857142857143,25.0,7.142857142857143,10.714285714285714,21.428571428571427
50,Mi Gente,J Balvin,2017,anger,0,0,0,0,0,0,0,0
51,Thunder,Imagine Dragons,2017,trust,20.0,0.0,0.0,20.0,0.0,0.0,20.0,40.0
52,T-Shirt,Migos,2017,anticipation,8.333333333333334,33.333333333333336,0.0,0.0,25.0,0.0,25.0,8.333333333333334
53,Rake It Up,Yo Gotti,2017,anger,18.181818181818183,9.090909090909092,9.090909090909092,9.090909090909092,18.181818181818183,9.090909090909092,9.090909090909092,18.181818181818183
54,Mercy,Shawn Mendes,2017,joy,7.6923076923076925,15.384615384615385,7.6923076923076925,7.6923076923076925,23.076923076923077,7.6923076923076925,7.6923076923076925,23.076923076923077
55,Tunnel Vision,Kodak Black,2017,joy,10.0,10.0,20.0,10.0,30.0,0.0,10.0,10.0
56,Rockstar,Post Malone,2017,fear,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0
57,In Case You Didn't Know,Brett Young,2017,fear,14.285714285714286,14.285714285714286,0.0,28.571428571428573,14.285714285714286,28.571428571428573,0.0,0.0
58,Heathens,Twenty One Pilots,2017,anger,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0.0,14.285714285714286,14.285714285714286,14.285714285714286
59,Now or Never,Halsey,2017,joy,0.0,33.333333333333336,0.0,0.0,66.66666666666667,0.0,0.0,0.0
60,Caroline,Aminé,2017,anger,23.529411764705884,0.0,17.647058823529413,23.529411764705884,11.764705882352942,17.647058823529413,0.0,5.882352941176471
61,Rolex,Ayo,2017,anger,0,0,0,0,0,0,0,0
62,DNA,Kendrick Lamar,2017,trust,11.764705882352942,17.647058823529413,5.882352941176471,5.882352941176471,23.529411764705884,0.0,5.882352941176471,29.41176470588235
63,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,2017,joy,0.0,0.0,20.0,0.0,40.0,0.0,0.0,40.0
64,Swang,Rae Sremmurd,2017,anticipation,10.0,20.0,0.0,10.0,20.0,10.0,20.0,10.0
65,Passionfruit,Drake,2017,trust,16.666666666666668,16.666666666666668,16.666666666666668,0.0,16.666666666666668,0.0,0.0,33.333333333333336
66,Loyalty,Kendrick Lamar,2017,trust,6.25,6.25,12.5,12.5,12.5,12.5,12.5,25.0
67,Praying,Kesha,2017,trust,6.25,18.75,6.25,12.5,18.75,6.25,0.0,31.25
68,Goosebumps,Travis Scott,2017,anticipation,0.0,25.0,0.0,0.0,25.0,25.0,0.0,25.0
69,Cold,Maroon 5,2017,anticipation,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Broccoli,DRAM,2017,anger,25.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0
71,Slide,Calvin Harris,2017,anger,25.0,0.0,25.0,0.0,0.0,25.0,0.0,25.0
72,What Ifs,Kane Brown,2017,anticipation,0.0,25.0,0.0,0.0,25.0,0.0,25.0,25.0
73,Chained to the Rhythm,Katy Perry,2017,trust,0.0,0.0,0.0,0.0,25.0,0.0,25.0,50.0
74,Feels,Calvin Harris,2017,anticipation,0.0,28.571428571428573,0.0,14.285714285714286,28.571428571428573,0.0,14.285714285714286,14.285714285714286
75,All Time Low,Jon Bellion,2017,anger,15.384615384615385,15.384615384615385,15.384615384615385,15.384615384615385,15.384615384615385,7.6923076923076925,0.0,15.384615384615385
76,Hurricane,Luke Combs,2017,fear,12.5,12.5,0.0,25.0,12.5,0.0,25.0,12.5
77,Too Good at Goodbyes,Sam Smith,2017,joy,0.0,15.384615384615385,7.6923076923076925,7.6923076923076925,23.076923076923077,15.384615384615385,15.384615384615385,15.384615384615385
78,Young Dumb & Broke,Khalid,2017,joy,5.882352941176471,29.41176470588235,5.882352941176471,5.882352941176471,35.294117647058826,5.882352941176471,11.764705882352942,0.0
79,Magnolia,Playboi Carti,2017,anger,22.22222222222222,16.666666666666668,5.555555555555555,11.11111111111111,16.666666666666668,11.11111111111111,11.11111111111111,5.555555555555555
80,Love Galore,SZA,2017,joy,7.6923076923076925,7.6923076923076925,7.6923076923076925,15.384615384615385,38.46153846153846,15.384615384615385,7.6923076923076925,0.0
81,Drowning,A Boogie wit da Hoodie,2017,anger,20.0,20.0,20.0,20.0,0.0,20.0,0.0,0.0
82,Starving,Hailee Steinfeld,2017,anger,20.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0
83,Both,Gucci Mane,2017,anger,0,0,0,0,0,0,0,0
84,What About Us,Pink,2017,anticipation,7.142857142857143,21.428571428571427,7.142857142857143,7.142857142857143,21.428571428571427,14.285714285714286,7.142857142857143,14.285714285714286
85,Swalla,Jason Derulo,2017,anger,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5
86,Slippery,Migos,2017,sadness,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,22.22222222222222,22.22222222222222,0.0
87,Sign of the Times,Harry Styles,2017,joy,0.0,16.666666666666668,0.0,0.0,33.333333333333336,16.666666666666668,16.666666666666668,16.666666666666668
88,Water Under the Bridge,Adele,2017,fear,16.666666666666668,16.666666666666668,0.0,33.333333333333336,16.666666666666668,16.666666666666668,0.0,0.0
89,Malibu,Miley Cyrus,2017,joy,12.5,12.5,0.0,0.0,25.0,12.5,12.5,25.0
90,Down,Marian Hill,2017,joy,0.0,16.666666666666668,0.0,0.0,33.333333333333336,16.666666666666668,0.0,33.333333333333336
91,No Promises,Cheat Codes,2017,joy,0.0,0.0,0.0,0.0,66.66666666666667,33.333333333333336,0.0,0.0
92,Treat You Better,Shawn Mendes,2017,joy,0.0,14.285714285714286,0.0,0.0,42.857142857142854,0.0,0.0,42.857142857142854
93,I Get the Bag,Gucci Mane,2017,trust,16.666666666666668,16.666666666666668,8.333333333333334,16.666666666666668,8.333333333333334,8.333333333333334,0.0,25.0
94,Small Town Boy,Dustin Lynch,2017,disgust,20.0,0.0,30.0,10.0,20.0,10.0,0.0,10.0
95,Everyday We Lit,YFN Lucci,2017,disgust,20.0,0.0,40.0,20.0,0.0,20.0,0.0,0.0
96,Havana,Camila Cabello,2017,anger,0,0,0,0,0,0,0,0
97,What Lovers Do,Maroon 5,2017,joy,0.0,11.11111111111111,11.11111111111111,0.0,44.44444444444444,0.0,22.22222222222222,11.11111111111111
98,Do Re Mi,Blackbear,2017,trust,9.090909090909092,9.090909090909092,9.090909090909092,18.181818181818183,9.090909090909092,9.090909090909092,9.090909090909092,27.272727272727273
99,Look at Me!,XXXTentacion,2017,anger,33.333333333333336,0.0,33.333333333333336,16.666666666666668,0.0,16.666666666666668,0.0,0.0
100,The Fighter,Keith Urban,2017,joy,0.0,15.384615384615385,0.0,15.384615384615385,46.15384615384615,7.6923076923076925,7.6923076923076925,7.6923076923076925
1,God's Plan,Drake,2018,anticipation,7.142857142857143,28.571428571428573,7.142857142857143,14.285714285714286,14.285714285714286,7.142857142857143,7.142857142857143,14.285714285714286
2,Perfect,Ed Sheeran,2018,joy,0.0,20.0,0.0,0.0,40.0,6.666666666666667,6.666666666666667,26.666666666666668
3,Meant to Be,Bebe Rexha,2018,anticipation,14.285714285714286,28.571428571428573,14.285714285714286,0.0,28.571428571428573,0.0,0.0,14.285714285714286
4,Havana,Camila Cabello,2018,anger,0,0,0,0,0,0,0,0
5,Rockstar,Post Malone,2018,fear,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0
6,Psycho,Post Malone,2018,disgust,20.0,0.0,30.0,10.0,10.0,10.0,0.0,20.0
7,I Like It,Cardi B Bad Bunny,2018,anger,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0.0,14.285714285714286
